zip_code,latitude,longitude,city,state,county
20026,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20029,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20030,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20032,388.368,-76.997.697,Washington,DC,District Of Columbia
20033,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20035,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20036,38.900.659,-77.039.914,Washington,DC,District Of Columbia
20037,38.918.903,-77.061.781,Washington,DC,District Of Columbia
20038,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20039,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20040,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20041,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20042,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20043,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20044,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20045,38.896.599,-770.319,Washington,DC,District Of Columbia
20046,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20047,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20049,38.895.911,-77.020.998,Washington,DC,District Of Columbia
20050,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20051,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20052,3.890.014,-77.047.899,Washington,DC,District Of Columbia
20053,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20055,38.901.633,-77.020.959,Washington,DC,District Of Columbia
20056,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20057,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20058,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20059,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20060,38.918.011,-77.020.398,Washington,DC,District Of Columbia
20061,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20062,38.900.009,-77.036.948,Washington,DC,District Of Columbia
20063,38.905.317,-77.046.645,Washington,DC,District Of Columbia
20064,38.933.161,-76.996.348,Washington,DC,District Of Columbia
20065,38.883.412,-77.028.198,Washington,DC,District Of Columbia
20066,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20067,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20068,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20069,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20070,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20071,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20073,38.897.011,-77.025.098,Washington,DC,District Of Columbia
20074,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20075,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20076,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20077,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20078,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20080,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20081,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20082,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20088,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20090,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20091,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20097,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20098,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20099,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20201,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20202,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20203,38.905.317,-77.046.645,Washington,DC,District Of Columbia
20204,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20206,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20207,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20208,38.896.611,-77.011.748,Washington,DC,District Of Columbia
20210,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20211,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20212,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20213,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20214,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20215,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20216,38.891.911,-77.014.098,Washington,DC,District Of Columbia
20217,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20218,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20219,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20220,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20221,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20222,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20223,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20224,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20226,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20227,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20228,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20229,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20230,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20231,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20232,38.900.561,-77.039.099,Washington,DC,District Of Columbia
20233,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20235,38.915.361,-77.057.199,Washington,DC,District Of Columbia
20237,,,Washington,DC,District Of Columbia
20238,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20239,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20240,38.897.143,-77.040.895,Washington,DC,District Of Columbia
20241,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20242,38.867.812,-77.028.948,Washington,DC,District Of Columbia
20244,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20245,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20250,38.887.323,-7.703.274,Washington,DC,District Of Columbia
20251,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20254,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20260,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20261,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20262,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20265,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20266,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20268,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20270,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20277,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20289,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20299,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20301,38.889.357,-77.031.113,Washington,DC,District Of Columbia
20303,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20306,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20307,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20310,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20314,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20315,38.928.861,-77.017.948,Washington,DC,District Of Columbia
20317,38.931.161,-77.010.298,Washington,DC,District Of Columbia
20318,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20319,38.866.745,-77.016.556,Washington,DC,District Of Columbia
20330,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20332,38.834.563,-77.015.848,Washington,DC,District Of Columbia
20336,38.860.415,-77.022.545,Washington,DC,District Of Columbia
20337,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20338,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20340,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20350,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20370,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20372,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20373,38.893.311,-77.014.647,Anacostia Annex,DC,District Of Columbia
20374,38.855.522,-77.002.197,Washington,DC,District Of Columbia
20375,38.826.163,-77.017.448,Washington,DC,District Of Columbia
20376,,,Washington,DC,District Of Columbia
20380,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20388,38.872.553,-76.996.605,Washington,DC,District Of Columbia
20389,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20390,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20391,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20392,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20393,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20394,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20395,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20398,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20401,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20402,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20403,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20404,38.899.161,-77.008.948,Washington,DC,District Of Columbia
20405,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20406,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20407,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20408,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20409,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20410,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20411,38.883.962,-77.022.098,Washington,DC,District Of Columbia
20412,38.895.261,-77.022.098,Washington,DC,District Of Columbia
20413,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20414,38.883.962,-77.022.098,Washington,DC,District Of Columbia
20415,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20416,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20418,38.904.253,-7.705.723,Washington,DC,District Of Columbia
20419,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20420,38.903.461,-77.027.648,Washington,DC,District Of Columbia
20421,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20422,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20423,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20424,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20425,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20426,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20427,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20428,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20429,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20431,38.898.618,-77.042.753,Washington,DC,District Of Columbia
20433,38.899.996,-77.041.976,Washington,DC,District Of Columbia
20434,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20435,38.899.399,-77.040.319,Washington,DC,District Of Columbia
20436,38.895.927,-77.021.068,Washington,DC,District Of Columbia
20437,38.902.761,-77.048.499,Washington,DC,District Of Columbia
20439,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20440,38.913.911,-77.045.349,Washington,DC,District Of Columbia
20441,38.923.861,-77.036.349,Washington,DC,District Of Columbia
20442,38.895.977,-77.017.668,Washington,DC,District Of Columbia
20444,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20447,38.884.712,-77.025.198,Washington,DC,District Of Columbia
20451,38.897.711,-77.044.449,Washington,DC,District Of Columbia
20453,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20456,38.898.111,-77.040.149,Washington,DC,District Of Columbia
20460,38.876.362,-77.018.798,Washington,DC,District Of Columbia
20463,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20468,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20469,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20470,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20472,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20500,,,Washington,DC,District Of Columbia
20501,3.889.872,-77.036.198,Washington,DC,District Of Columbia
20502,3.889.872,-77.036.198,Washington,DC,District Of Columbia
20503,38.900.711,-77.043.068,Washington,DC,District Of Columbia
20504,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20505,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20506,38.899.364,-77.037.668,Washington,DC,District Of Columbia
20507,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20508,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20510,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20515,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20520,38.893.217,-77.048.957,Washington,DC,District Of Columbia
20521,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20522,38.893.217,-77.048.957,Washington,DC,District Of Columbia
20523,3.889.449,-77.047.807,Washington,DC,District Of Columbia
20524,38.902.414,-77.032.601,Washington,DC,District Of Columbia
20525,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20526,38.902.217,-77.043.738,Washington,DC,District Of Columbia
20527,38.902.933,-77.036.091,Washington,DC,District Of Columbia
20530,38.897.561,-77.026.998,Washington,DC,District Of Columbia
20531,38.893.761,-77.021.848,Washington,DC,District Of Columbia
20532,38.904.486,-77.017.291,Washington,DC,District Of Columbia
20533,38.901.102,-77.032.591,Washington,DC,District Of Columbia
20534,38.894.075,-7.701.254,Washington,DC,District Of Columbia
20535,38.894.097,-77.025.133,Washington,DC,District Of Columbia
20536,38.901.211,-77.016.948,Washington,DC,District Of Columbia
20537,38.894.097,-77.025.133,Washington,DC,District Of Columbia
20538,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20539,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20540,38.887.405,-77.004.663,Washington,DC,District Of Columbia
20541,38.887.405,-77.004.663,Washington,DC,District Of Columbia
20542,38.940.761,-77.028.348,Washington,DC,District Of Columbia
20543,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20544,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20546,38.890.976,-77.021.092,Washington,DC,District Of Columbia
20547,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20548,38.898.111,-77.017.698,Washington,DC,District Of Columbia
20549,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20550,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20551,38.891.995,-77.045.219,Washington,DC,District Of Columbia
20552,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20553,38.887.333,-77.023.118,Washington,DC,District Of Columbia
20554,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20555,38.900.011,-77.040.149,Washington,DC,District Of Columbia
20557,38.887.405,-77.004.663,Washington,DC,District Of Columbia
20558,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20559,38.887.405,-77.004.663,Washington,DC,District Of Columbia
20560,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20565,38.891.941,-77.018.853,Washington,DC,District Of Columbia
20566,38.897.074,-7.705.535,Washington,DC,District Of Columbia
20570,38.899.061,-77.040.149,Washington,DC,District Of Columbia
20571,38.900.559,-77.034.554,Washington,DC,District Of Columbia
20572,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20573,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20575,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20576,38.893.662,-77.023.592,Washington,DC,District Of Columbia
20577,38.900.758,-77.034.455,Washington,DC,District Of Columbia
20578,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20579,38.904.311,-77.044.649,Washington,DC,District Of Columbia
20580,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20581,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20585,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20586,38.902.211,-77.047.399,Washington,DC,District Of Columbia
20590,38.883.962,-77.022.098,Washington,DC,District Of Columbia
20591,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20593,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20594,3.888.494,-77.018.372,Washington,DC,District Of Columbia
20597,38.893.311,-77.014.647,Washington,DC,District Of Columbia
20599,38.893.311,-77.014.647,Washington,DC,District Of Columbia
58730,48.928.166,-103.296.728,Crosby,ND,Divide
58765,48.925.358,-103.071.081,Noonan,ND,Divide
58833,48.816.502,-103.467.251,Ambrose,ND,Divide
58844,48.816.502,-103.467.251,Fortuna,ND,Divide
32628,29.680.616,-83.089.669,Cross City,FL,Dixie
32648,29.538.213,-8.319.261,Horseshoe Beach,FL,Dixie
32680,29.669.866,-83.004.951,Old Town,FL,Dixie
32692,29.329.518,-83.139.957,Suwannee,FL,Dixie
68710,42.445.278,-96.884.378,Allen,NE,Dixon
68728,42.493.637,-96.853.429,Concord,NE,Dixon
68732,42.480.297,-96.967.598,Dixon,NE,Dixon
68751,42.481.711,-96.926.042,Maskell,NE,Dixon
68757,42.494.685,-96.861.558,Newcastle,NE,Dixon
68770,42.565.991,-96.711.058,Ponca,NE,Dixon
68784,42.307.797,-96.930.286,Wakefield,NE,Dixon
68785,42.512.745,-96.824.742,Waterbury,NE,Dixon
26328,39.270.846,-80.719.742,Blandville,WV,Doddridge
26339,39.270.846,-80.719.742,Center Point,WV,Doddridge
26411,39.270.846,-80.719.742,New Milton,WV,Doddridge
26436,39.270.846,-80.719.742,Smithburg,WV,Doddridge
26456,39.296.522,-80.774.491,West Union,WV,Doddridge
31011,32.150.374,-83.055.544,Chauncey,GA,Dodge
31012,32.310.632,-83.160.882,Chester,GA,Dodge
31023,32.143.564,-83.194.358,Eastman,GA,Dodge
31073,32.176.429,-83.122.891,Plainfield,GA,Dodge
31077,32.176.429,-83.122.891,Rhine,GA,Dodge
53003,43.217.506,-88.525.315,Ashippun,WI,Dodge
53006,43.602.789,-8.852.302,Brownsville,WI,Dodge
53016,4.331.546,-88.720.642,Clyman,WI,Dodge
53032,43.422.045,-88.624.268,Horicon,WI,Dodge
53034,43.330.523,-88.603.032,Hustisford,WI,Dodge
53035,4.336.296,-88.581.515,Iron Ridge,WI,Dodge
53039,43.372.221,-88.710.157,Juneau,WI,Dodge
53047,43.256.793,-886.281,Lebanon,WI,Dodge
53048,43.516.912,-88.480.811,Lomira,WI,Dodge
53050,43.483.463,-88.545.925,Mayville,WI,Dodge
53059,43.289.809,-88.533.958,Neosho,WI,Dodge
53078,43.304.408,-88.504.428,Rubicon,WI,Dodge
53091,43.483.635,-88.450.107,Theresa,WI,Dodge
53098,43.276.444,-88.715.408,Watertown,WI,Dodge
53099,43.414.202,-88.704.914,Woodland,WI,Dodge
53557,43.343.056,-88.791.442,Lowell,WI,Dodge
53579,43.287.987,-88.887.444,Reeseville,WI,Dodge
53916,43.466.482,-88.862.852,Beaver Dam,WI,Dodge
53917,43.414.202,-88.704.914,Beaver Dam,WI,Dodge
53922,43.517.272,-8.873.346,Burnett,WI,Dodge
53933,43.568.169,-88.895.723,Fox Lake,WI,Dodge
53956,43.534.002,-88.946.714,Randolph,WI,Dodge
53963,43.459.309,-88.754.483,Waupun,WI,Dodge
55924,44.046.168,-92.975.313,Claremont,MN,Dodge
55927,44.045.362,-92.910.808,Dodge Center,MN,Dodge
55940,43.896.909,-92.797.679,Hayfield,MN,Dodge
55944,44.017.216,-92.790.593,Kasson,MN,Dodge
55955,44.065.741,-92.760.046,Mantorville,MN,Dodge
55985,44.148.244,-92.903.452,West Concord,MN,Dodge
68025,41.487.786,-96.501.672,Fremont,NE,Dodge
68026,41.567.907,-96.617.443,Fremont,NE,Dodge
68031,41.621.961,-96.549.316,Hooper,NE,Dodge
68044,41.536.902,-96.520.741,Nickerson,NE,Dodge
68057,41.567.768,-96.588.672,Scribner,NE,Dodge
68063,41.736.896,-96.503.746,Uehling,NE,Dodge
68072,4.161.023,-96.503.281,Winslow,NE,Dodge
68621,41.499.208,-96.624.657,Ames,NE,Dodge
68633,41.593.378,-96.675.369,Dodge,NE,Dodge
68649,4.154.148,-96.685.416,North Bend,NE,Dodge
68664,41.648.478,-96.787.252,Snyder,NE,Dodge
81320,37.718.233,-108.791.671,Cahone,CO,Dolores
81324,37.711.532,-108.924.334,Dove Creek,CO,Dolores
81332,37.690.498,-108.032.410,Rico,CO,Dolores
87936,3.252.512,-107.100.101,Garfield,NM,Dona Ana
87937,32.661.331,-107.123.524,Hatch,NM,Dona Ana
87940,3.241.815,-106.820.075,Rincon,NM,Dona Ana
87941,326.957,-107.153.465,Salem,NM,Dona Ana
88001,3.241.467,-106.854.065,Las Cruces,NM,Dona Ana
88002,32.383.871,-106.493.675,White Sands Missile Range,NM,Dona Ana
88003,32.273.778,-106.747.176,Las Cruces,NM,Dona Ana
88004,3.241.815,-106.820.075,Las Cruces,NM,Dona Ana
88005,32.167.296,-106.897.176,Las Cruces,NM,Dona Ana
88006,32.305.193,-106.786.259,Las Cruces,NM,Dona Ana
88008,3.187.054,-106.626.892,Santa Teresa,NM,Dona Ana
88011,32.324.407,-106.668.287,Las Cruces,NM,Dona Ana
88012,32.329.638,-106.604.677,Las Cruces,NM,Dona Ana
88021,32.068.186,-106.570.475,Anthony,NM,Dona Ana
88024,32.068.164,-106.630.951,Berino,NM,Dona Ana
88027,32.017.438,-106.667.310,Chamberino,NM,Dona Ana
88032,32.393.919,-106.800.976,Dona Ana,NM,Dona Ana
88033,3.229.838,-106.881.176,Fairacres,NM,Dona Ana
88044,32.143.754,-106.691.214,La Mesa,NM,Dona Ana
88046,32.267.993,-106.805.867,Mesilla,NM,Dona Ana
88047,32.232.085,-106.748.341,Mesilla Park,NM,Dona Ana
88048,31.990.339,-106.652.047,Mesquite,NM,Dona Ana
88052,32.425.921,-106.613.563,Organ,NM,Dona Ana
88054,32.488.841,-106.914.575,Radium Springs,NM,Dona Ana
88058,3.241.815,-106.820.075,San Miguel,NM,Dona Ana
88063,31.880.055,-106.599.975,Sunland Park,NM,Dona Ana
88072,3.211.871,-106.648.973,Vado,NM,Dona Ana
66008,39.712.615,-95.186.894,Bendena,KS,Doniphan
66017,3.970.398,-95.103.098,Denton,KS,Doniphan
66024,39.757.262,-94.882.439,Elwood,KS,Doniphan
66035,39.878.677,-95.227.692,Highland,KS,Doniphan
66087,39.790.573,-95.143.417,Troy,KS,Doniphan
66090,39.806.075,-95.083.528,Wathena,KS,Doniphan
66094,39.873.744,-9.529.357,White Cloud,KS,Doniphan
79226,34.968.107,-100.891.655,Clarendon,TX,Donley
79237,34.869.376,-100.658.936,Hedley,TX,Donley
79240,34.965.525,-100.814.865,Lelia Lake,TX,Donley
31007,32.185.828,-83.901.376,Byromville,GA,Dooly
31051,32.146.879,-83.891.349,Lilly,GA,Dooly
31070,32.182.652,-83.778.422,Pinehurst,GA,Dooly
31091,32.219.249,-83.731.718,Unadilla,GA,Dooly
31092,32.115.981,-83.791.644,Vienna,GA,Dooly
54202,45.077.002,-8.714.603,Baileys Harbor,WI,Door
54204,44.752.379,-87.625.888,Brussels,WI,Door
54209,45.012.261,-87.266.031,Egg Harbor,WI,Door
54210,45.253.108,-87.044.698,Ellison Bay,WI,Door
54211,45.159.184,-87.171.024,Ephraim,WI,Door
54212,4.511.038,-87.209.899,Fish Creek,WI,Door
54213,44.722.418,-87.528.122,Forestville,WI,Door
54226,45.059.713,-87.006.012,Maplewood,WI,Door
54234,45.178.293,-87.101.748,Sister Bay,WI,Door
54235,44.945.314,-87.384.142,Sturgeon Bay,WI,Door
54246,45.373.786,-86.897.472,Washington Island,WI,Door
646,1.843.606,-66.281.954,Dorado,PR,Dorado
21613,38.479.813,-76.079.864,Cambridge,MD,Dorchester
21622,38.415.211,-76.191.021,Church Creek,MD,Dorchester
21626,38.323.604,-76.097.337,Crapo,MD,Dorchester
21627,38.242.608,-76.053.064,Crocheron,MD,Dorchester
21631,38.579.447,-75.939.691,East New Market,MD,Dorchester
21634,3.829.868,-76.203.532,Fishing Creek,MD,Dorchester
21643,38.643.824,-75.863.003,Hurlock,MD,Dorchester
21648,38.478.205,-76.241.202,Madison,MD,Dorchester
21659,38.561.727,-7.580.465,Rhodesdale,MD,Dorchester
21664,38.600.971,-75.947.375,Secretary,MD,Dorchester
21669,38.453.204,-762.641,Taylors Island,MD,Dorchester
21672,38.274.149,-76.072.171,Toddville,MD,Dorchester
21675,38.307.394,-76.106.344,Wingate,MD,Dorchester
21677,3.849.965,-76.202.456,Woolford,MD,Dorchester
21835,38.532.301,-75.949.958,Linkwood,MD,Dorchester
21869,38.430.928,-75.897.058,Vienna,MD,Dorchester
29420,33.014.817,-80.195.143,North Charleston,SC,Dorchester
29437,3.314.975,-80.493.683,Dorchester,SC,Dorchester
29447,33.086.324,-8.062.279,Grover,SC,Dorchester
29448,33.239.304,-80.453.386,Harleyville,SC,Dorchester
29471,33.172.596,-80.660.654,Reevesville,SC,Dorchester
29472,33.032.573,-8.037.462,Ridgeville,SC,Dorchester
29477,33.151.503,-80.478.782,Saint George,SC,Dorchester
29483,33.040.201,-80.431.751,Summerville,SC,Dorchester
29484,3.300.234,-80.226.694,Summerville,SC,Dorchester
29485,32.999.726,-80.329.328,Summerville,SC,Dorchester
31701,31.560.674,-84.176.751,Albany,GA,Dougherty
31702,31.594.782,-84.194.812,Albany,GA,Dougherty
31703,31.543.065,-84.219.594,Albany,GA,Dougherty
31704,31.549.975,-84.061.155,Albany,GA,Dougherty
31705,31.546.375,-84.078.338,Albany,GA,Dougherty
31706,31.559.274,-84.176.507,Albany,GA,Dougherty
31707,31.529.269,-84.293.109,Albany,GA,Dougherty
31708,31.591.073,-84.132.357,Albany,GA,Dougherty
31782,31.543.065,-84.219.594,Putney,GA,Dougherty
30122,33.765.457,-84.646.946,Lithia Springs,GA,Douglas
30133,3.368.966,-84.744.595,Douglasville,GA,Douglas
30134,33.759.543,-84.777.337,Douglasville,GA,Douglas
30135,33.667.491,-84.750.615,Douglasville,GA,Douglas
30154,3.368.966,-84.744.595,Douglasville,GA,Douglas
30187,33.659.494,-84.778.163,Winston,GA,Douglas
54820,46.555.409,-91.605.419,Brule,WI,Douglas
54836,46.452.892,-92.171.445,Foxboro,WI,Douglas
54838,46.293.033,-91.894.633,Gordon,WI,Douglas
54842,46.514.162,-91.862.136,Hawthorne,WI,Douglas
54849,46.493.011,-9.171.342,Lake Nebagamon,WI,Douglas
54854,46.652.638,-91.733.798,Maple,WI,Douglas
54864,46.594.249,-91.815.333,Poplar,WI,Douglas
54873,46.417.261,-91.810.992,Solon Springs,WI,Douglas
54874,46.568.809,-91.935.156,South Range,WI,Douglas
54880,46.574.982,-92.117.578,Superior,WI,Douglas
54890,46.525.129,-91.921.631,Wascott,WI,Douglas
56308,45.902.017,-95.420.589,Alexandria,MN,Douglas
56315,45.966.435,-95.516.619,Brandon,MN,Douglas
56319,45.991.208,-95.371.207,Carlos,MN,Douglas
56326,45.984.659,-95.670.545,Evansville,MN,Douglas
56332,45.984.672,-95.506.622,Garfield,MN,Douglas
56341,45.830.998,-95.541.618,Holmes City,MN,Douglas
56343,45.811.895,-95.665.241,Kensington,MN,Douglas
56354,4.606.187,-95.295.146,Miltona,MN,Douglas
56355,45.935.551,-9.523.975,Nelson,MN,Douglas
56360,45.871.169,-95.237.474,Osakis,MN,Douglas
57313,43.341.035,-98.398.964,Armour,SD,Douglas
57328,43.420.306,-98.439.859,Corsica,SD,Douglas
57330,43.290.614,-98.178.372,Delmont,SD,Douglas
57344,43.409.186,-98.528.068,Harrison,SD,Douglas
57364,43.427.358,-98.608.778,New Holland,SD,Douglas
61910,39.725.828,-88.305.182,Arcola,IL,Douglas
61911,39.728.925,-88.249.344,Arthur,IL,Douglas
61913,39.766.094,-88.273.085,Atwood,IL,Douglas
61919,39.752.952,-88.149.912,Camargo,IL,Douglas
61930,39.695.357,-88.127.173,Hindsboro,IL,Douglas
61941,39.800.028,-88.183.049,Murdock,IL,Douglas
61942,39.800.771,-88.029.696,Newman,IL,Douglas
61953,39.787.385,-88.274.137,Tuscola,IL,Douglas
61956,39.766.275,-88.091.437,Villa Grove,IL,Douglas
65608,36.951.914,-92.665.499,Ava,MO,Douglas
65638,36.932.331,-92.499.044,Drury,MO,Douglas
