zip_code,latitude,longitude,city,state,county
29620,34.215.714,-82.446.307,Abbeville,SC,Abbeville
29628,34.191.846,-82.490.284,Calhoun Falls,SC,Abbeville
29638,34.330.362,-82.336.693,Donalds,SC,Abbeville
29639,34.326.755,-82.430.787,Due West,SC,Abbeville
29659,34.221.282,-8.263.181,Lowndesville,SC,Abbeville
70516,30.344.615,-92.345.888,Branch,LA,Acadia
70525,30.382.556,-92.318.696,Church Point,LA,Acadia
70526,30.228.294,-92.438.484,Crowley,LA,Acadia
70527,30.228.409,-92.301.795,Crowley,LA,Acadia
70531,30.256.951,-92.486.465,Egan,LA,Acadia
70534,30.184.157,-92.447.152,Estherwood,LA,Acadia
70537,30.203.238,-92.471.305,Evangeline,LA,Acadia
70543,30.299.682,-92.469.182,Iota,LA,Acadia
70556,30.186.145,-92.572.176,Mermentau,LA,Acadia
70559,30.129.756,-92.476.684,Morse,LA,Acadia
70578,30.256.405,-92.261.328,Rayne,LA,Acadia
23301,37.712.919,-75.661.132,Accomac,VA,Accomack
23302,37.865.814,-75.527.697,Assawoman,VA,Accomack
23303,37.896.797,-75.520.581,Atlantic,VA,Accomack
23306,37.567.852,-75.858.617,Belle Haven,VA,Accomack
23308,37.823.569,-75.615.138,Bloxom,VA,Accomack
23336,37.948.723,-75.436.285,Chincoteague Island,VA,Accomack
23337,37.918.556,-75.490.518,Wallops Island,VA,Accomack
23341,37.577.292,-75.864.607,Craddockville,VA,Accomack
23345,37.738.248,-75.701.449,Davis Wharf,VA,Accomack
23356,37.999.789,-75.413.184,Greenbackville,VA,Accomack
23357,37.750.487,-7.566.704,Greenbush,VA,Accomack
23358,37.639.252,-75.865.009,Hacksneck,VA,Accomack
23359,37.883.709,-75.604.063,Hallwood,VA,Accomack
23389,37.656.158,-75.848.807,Harborton,VA,Accomack
23395,37.975.567,-75.479.748,Horntown,VA,Accomack
23396,37.923.682,-75.555.142,Oak Hall,VA,Accomack
23399,37.916.218,-75.616.754,Jenkins Bridge,VA,Accomack
23401,37.596.576,-75.789.256,Keller,VA,Accomack
23404,37.677.193,-75.672.604,Locustville,VA,Accomack
23407,37.838.898,-75.563.439,Mappsville,VA,Accomack
23409,37.844.421,-75.611.577,Mears,VA,Accomack
23410,37.603.823,-7.575.782,Melfa,VA,Accomack
23412,37.790.415,-7.560.347,Modest Town,VA,Accomack
23414,37.816.896,-75.583.227,Nelsonia,VA,Accomack
23415,3.792.807,-75.526.526,New Church,VA,Accomack
23416,37.922.866,-75.538.591,Oak Hall,VA,Accomack
23417,37.693.197,-75.746,Onancock,VA,Accomack
23418,37.796.421,-75.650.275,Onley,VA,Accomack
23420,3.759.081,-75.832.274,Painter,VA,Accomack
23421,37.840.771,-75.633.717,Parksley,VA,Accomack
23422,37.616.183,-75.791.519,Pungoteague,VA,Accomack
23423,37.542.324,-7.574.122,Quinby,VA,Accomack
23426,37.922.894,-75.678.111,Sanford,VA,Accomack
23427,37.926.441,-75.721.978,Saxis,VA,Accomack
23440,37.823.118,-75.994.287,Tangier,VA,Accomack
23441,37.732.288,-75.677.292,Tasley,VA,Accomack
23442,37.899.545,-75.580.102,Temperanceville,VA,Accomack
23480,37.604.378,-75.692.465,Wachapreague,VA,Accomack
23483,37.943.726,-75.502.306,Wattsville,VA,Accomack
23488,37.948.229,-75.601.856,Withams,VA,Accomack
83616,43.735.179,-116.410.330,Eagle,ID,Ada
83634,43.459.904,-116.338.457,Kuna,ID,Ada
83642,43.579.067,-116.421.656,Meridian,ID,Ada
83669,43.713.037,-116.485.429,Star,ID,Ada
83680,43.459.855,-116.243.984,Meridian,ID,Ada
83701,43.603.768,-116.272.921,Boise,ID,Ada
83702,43.661.963,-116.195.004,Boise,ID,Ada
83703,43.680.432,-116.248.664,Boise,ID,Ada
83704,43.641.467,-116.290.009,Boise,ID,Ada
83705,43.565.639,-116.223.203,Boise,ID,Ada
83706,43.478.618,-116.137.752,Boise,ID,Ada
83707,4.338.469,-115.997.118,Boise,ID,Ada
83708,43.459.855,-116.243.984,Boise,ID,Ada
83709,43.558.127,-116.276.002,Boise,ID,Ada
83711,43.459.855,-116.243.984,Boise,ID,Ada
83712,4.358.775,-116.139.425,Boise,ID,Ada
83713,43.634.002,-116.341.948,Boise,ID,Ada
83714,436.428,-116.282.554,Garden City,ID,Ada
83715,43.459.855,-116.243.984,Boise,ID,Ada
83716,43.441.445,-116.079.142,Boise,ID,Ada
83717,43.459.855,-116.243.984,Boise,ID,Ada
83719,43.459.855,-116.243.984,Boise,ID,Ada
83720,43.459.855,-116.243.984,Boise,ID,Ada
83721,43.459.855,-116.243.984,Boise,ID,Ada
83722,43.459.855,-116.243.984,Boise,ID,Ada
83723,43.459.855,-116.243.984,Boise,ID,Ada
83724,43.619.477,-116.195.159,Boise,ID,Ada
83725,43.459.855,-116.243.984,Boise,ID,Ada
83726,43.459.855,-116.243.984,Boise,ID,Ada
83727,43.459.855,-116.243.984,Boise,ID,Ada
83728,43.459.855,-116.243.984,Boise,ID,Ada
83729,43.459.855,-116.243.984,Boise,ID,Ada
83730,43.459.855,-116.243.984,Boise,ID,Ada
83731,43.459.855,-116.243.984,Boise,ID,Ada
83732,43.459.855,-116.243.984,Boise,ID,Ada
83733,43.459.855,-116.243.984,Boise,ID,Ada
83735,43.459.855,-116.243.984,Boise,ID,Ada
83744,43.459.855,-116.243.984,Boise,ID,Ada
83756,43.459.855,-116.243.984,Boise,ID,Ada
83757,43.459.855,-116.243.984,Boise,ID,Ada
83788,4.360.682,-116.282.259,Boise,ID,Ada
83799,43.459.855,-116.243.984,Boise,ID,Ada
42715,36.955.287,-85.403.561,Breeding,KY,Adair
42720,37.121.145,-85.370.926,Cane Valley,KY,Adair
42728,37.116.131,-85.265.586,Columbia,KY,Adair
42735,37.045.089,-8.529.683,Fairplay,KY,Adair
42741,37.006.969,-85.248.697,Glens Fork,KY,Adair
42742,37.091.158,-85.465.005,Gradyville,KY,Adair
42753,37.231.312,-8.517.202,Knifley,KY,Adair
42761,37.107.146,-85.459.565,Milltown,KY,Adair
50002,41.439.109,-94.633.805,Adair,IA,Adair
50837,41.258.885,-94.666.868,Bridgewater,IA,Adair
50846,41.300.894,-9.454.783,Fontanelle,IA,Adair
50849,41.299.977,-94.456.404,Greenfield,IA,Adair
50858,41.215.096,-94.423.224,Orient,IA,Adair
63501,40.165.717,-92.609.514,Kirksville,MO,Adair
63533,40.149.263,-92.378.005,Brashear,MO,Adair
63540,40.191.837,-92.600.838,Gibbs,MO,Adair
63546,40.271.035,-92.438.547,Greentop,MO,Adair
63559,40.254.906,-92.705.779,Novinger,MO,Adair
74457,35.900.019,-94.640.218,Proctor,OK,Adair
74931,35.900.019,-94.640.218,Bunch,OK,Adair
74960,35.931.689,-94.606.985,Stilwell,OK,Adair
74964,36.051.727,-94.571.431,Watts,OK,Adair
74965,35.991.414,-94.570.433,Westville,OK,Adair
17301,39.896.923,-76.994.725,Abbottstown,PA,Adams
17303,39.923.644,-77.300.085,Arendtsville,PA,Adams
17304,39.976.602,-77.227.126,Aspers,PA,Adams
17306,39.979.154,-77.249.592,Bendersville,PA,Adams
17307,39.933.286,-77.287.491,Biglerville,PA,Adams
17310,39.890.605,-77.356.642,Cashtown,PA,Adams
17316,39.876.563,-77.027.176,East Berlin,PA,Adams
17320,39.780.789,-77.361.859,Fairfield,PA,Adams
17324,40.017.772,-77.193.663,Gardners,PA,Adams
17325,39.840.922,-77.226.591,Gettysburg,PA,Adams
17326,398.948,-77.213.493,Gettysburg,PA,Adams
17337,40.015.656,-77.200.131,Idaville,PA,Adams
17340,39.829.806,-77.095.399,Littlestown,PA,Adams
17343,39.869.229,-77.329.248,Mc Knightstown,PA,Adams
17344,39.801.004,-77.022.875,Mc Sherrystown,PA,Adams
17350,39.881.881,-77.077.431,New Oxford,PA,Adams
17353,39.882.976,-77.393.593,Orrtanna,PA,Adams
17372,40.007.937,-77.100.231,York Springs,PA,Adams
17375,398.948,-77.213.493,Peach Glen,PA,Adams
39120,31.527.752,-91.307.025,Natchez,MS,Adams
39121,31.470.602,-91.404.404,Natchez,MS,Adams
39122,31.470.602,-91.404.404,Natchez,MS,Adams
39165,31.470.602,-91.404.404,Sibley,MS,Adams
39190,31.470.602,-91.404.404,Washington,MS,Adams
45105,38.749.779,-83.612.574,Bentonville,OH,Adams
45144,38.698.772,-83.574.357,Manchester,OH,Adams
45616,38.756.374,-83.340.308,Blue Creek,OH,Adams
45618,38.892.198,-83.621.787,Cherry Fork,OH,Adams
45650,3.873.906,-8.342.617,Lynx,OH,Adams
45660,38.858.792,-83.461.114,Peebles,OH,Adams
45679,38.957.941,-83.535.617,Seaman,OH,Adams
45693,3.882.346,-83.504.048,West Union,OH,Adams
45697,389.163,-83.580.733,Winchester,OH,Adams
46711,40.671.628,-84.934.331,Berne,IN,Adams
46733,4.081.911,-8.493.785,Decatur,IN,Adams
46740,40.612.058,-84.936.072,Geneva,IN,Adams
46769,4.074.532,-84.937.926,Linn Grove,IN,Adams
46772,40.709.518,-84.919.164,Monroe,IN,Adams
46780,4.074.532,-84.937.926,Pleasant Mills,IN,Adams
46782,4.083.204,-85.005.402,Preble,IN,Adams
50839,41.048.733,-94.823.088,Carbon,IA,Adams
50841,41.028.942,-94.746.591,Corning,IA,Adams
50857,409.765,-94.871.606,Nodaway,IA,Adams
50859,41.057.677,-94.594.228,Prescott,IA,Adams
53910,43.892.066,-89.827.509,Adams,WI,Adams
53927,4.395.546,-89.941.771,Dellwood,WI,Adams
53934,43.997.966,-89.777.051,Friendship,WI,Adams
53936,43.947.894,-8.972.751,Grand Marsh,WI,Adams
54613,44.079.992,-89.803.877,Arkdale,WI,Adams
58639,46.057.786,-102.785.054,Hettinger,ND,Adams
58649,46.113.891,-102.496.805,Reeder,ND,Adams
62301,39.952.413,-91.200.676,Quincy,IL,Adams
62305,3.996.008,-91.302.633,Quincy,IL,Adams
62306,3.997.863,-9.121.256,Quincy,IL,Adams
62320,40.018.202,-91.060.449,Camp Point,IL,Adams
62324,39.982.894,-90.949.268,Clayton,IL,Adams
62325,40.012.663,-91.152.206,Coatsburg,IL,Adams
62338,39.960.187,-91.282.143,Fowler,IL,Adams
62339,40.110.022,-91.027.961,Golden,IL,Adams
62346,40.148.051,-91.004.209,La Prairie,IL,Adams
62347,39.887.579,-91.106.747,Liberty,IL,Adams
62348,40.165.558,-91.387.504,Lima,IL,Adams
62349,40.154.457,-91.210.203,Loraine,IL,Adams
62351,40.074.962,-91.283.098,Mendon,IL,Adams
62359,3.997.863,-9.121.256,Paloma,IL,Adams
62360,39.829.819,-91.286.815,Payson,IL,Adams
62365,39.935.995,-91.232.952,Plainville,IL,Adams
62376,40.073.445,-91.206.586,Ursa,IL,Adams
68901,40.582.425,-98.389.035,Hastings,NE,Adams
68902,40.589.594,-98.397.248,Hastings,NE,Adams
68925,40.429.989,-98.463.055,Ayr,NE,Adams
68950,40.437.334,-98.638.633,Holstein,NE,Adams
68955,40.596.951,-98.506.045,Juniata,NE,Adams
68956,40.611.581,-98.610.696,Kenesaw,NE,Adams
68973,40.466.384,-98.544.036,Roseland,NE,Adams
80011,39.788.286,-104.822.765,Aurora,CO,Adams
80019,39.781.442,-104.685.374,Aurora,CO,Adams
80022,39.869.835,-104.771.527,Commerce City,CO,Adams
80024,39.844.501,-104.918.783,Dupont,CO,Adams
80030,39.872.535,-105.034.487,Westminster,CO,Adams
80031,3.987.529,-105.034.487,Westminster,CO,Adams
80035,3.980.797,-104.407.918,Westminster,CO,Adams
80036,3.980.797,-104.407.918,Westminster,CO,Adams
80037,3.980.797,-104.407.918,Commerce City,CO,Adams
80040,3.980.797,-104.407.918,Aurora,CO,Adams
80042,3.980.797,-104.407.918,Aurora,CO,Adams
80045,39.746.736,-104.838.361,Aurora,CO,Adams
80102,39.869.384,-104.458.336,Bennett,CO,Adams
80136,39.865.547,-104.291.682,Strasburg,CO,Adams
80137,39.796.784,-104.630.327,Watkins,CO,Adams
80221,39.838.028,-104.998.788,Denver,CO,Adams
80229,39.867.098,-104.922.688,Denver,CO,Adams
80233,39.901.534,-104.940.683,Denver,CO,Adams
80234,39.910.774,-105.010.886,Denver,CO,Adams
80241,39.927.421,-104.954.833,Denver,CO,Adams
80260,39.867.235,-105.004.125,Denver,CO,Adams
80601,39.942.984,-104.786.597,Brighton,CO,Adams
80602,,,Brighton,CO,Adams
80603,,,Brighton,CO,Adams
80614,3.980.797,-104.407.918,Eastlake,CO,Adams
80640,39.879.235,-104.883.581,Henderson,CO,Adams
83612,44.853.452,-116.548.601,Council,ID,Adams
83620,44.817.671,-116.429.857,Fruitvale,ID,Adams
83632,44.560.567,-116.462.903,Indian Valley,ID,Adams
83643,44.625.475,-116.449.286,Mesa,ID,Adams
83654,45.086.839,-116.303.451,New Meadows,ID,Adams
99105,46.859.127,-118.161.058,Benge,WA,Adams
99169,47.087.055,-118.481.300,Ritzville,WA,Adams
99327,46.828.931,-118.829.153,Cunningham,WA,Adams
99332,4.677.062,-118.800.049,Hatton,WA,Adams
99341,46.904.229,-118.690.546,Lind,WA,Adams
99344,46.852.708,-118.993.182,Othello,WA,Adams
99371,46.815.306,-118.338.081,Washtucna,WA,Adams
5443,44.157.814,-73.071.813,Bristol,VT,Addison
5456,44.210.886,-73.256.629,Ferrisburg,VT,Addison
5469,44.240.375,-73.134.702,Monkton,VT,Addison
5472,44.149.509,-73.197.156,New Haven,VT,Addison
5473,44.239.233,-73.205.939,North Ferrisburg,VT,Addison
5487,44.235.203,-7.302.086,Starksboro,VT,Addison
5491,44.145.691,-73.260.487,Vergennes,VT,Addison
5669,44.028.005,-73.089.655,Roxbury,VT,Addison
5734,43.982.512,-73.331.483,Bridport,VT,Addison
5740,4.397.153,-73.091.416,East Middlebury,VT,Addison
5747,440.032,-72.817.108,Granville,VT,Addison
5748,43.907.858,-72.890.031,Hancock,VT,Addison
5753,43.991.942,-73.171.578,Middlebury,VT,Addison
5760,43.863.158,-73.242.322,Orwell,VT,Addison
5766,43.979.315,-73.010.663,Ripton,VT,Addison
5769,43.920.297,-73.122.709,Salisbury,VT,Addison
5770,43.912.406,-73.279.162,Shoreham,VT,Addison
5778,43.893.982,-73.203.001,Whiting,VT,Addison
601,18.165.273,-66.722.583,Adjuntas,PR,Adjuntas
602,18.393.103,-67.180.953,Aguada,PR,Aguada
603,18.455.913,-6.714.578,Aguadilla,PR,Aguadilla
604,1.849.352,-67.135.883,Aguadilla,PR,Aguadilla
605,18.465.162,-67.141.486,Aguadilla,PR,Aguadilla
690,18.476.196,-67.139.597,San Antonio,PR,Aguadilla
703,18.250.398,-6.612.845,Aguas Buenas,PR,Aguas Buenas
705,18.128.092,-66.268.717,Aibonito,PR,Aibonito
786,18.128.092,-66.268.717,La Plata,PR,Aibonito
29137,33.605.723,-81.365.813,Salley,SC,Aiken
29164,33.655.015,-81.416.321,Wagener,SC,Aiken
29801,33.554.433,-8.169.588,Aiken,SC,Aiken
29802,33.723.519,-8.159.072,Aiken,SC,Aiken
29803,33.505.914,-81.695.053,Aiken,SC,Aiken
29804,3.353.773,-81.599.891,Aiken,SC,Aiken
29805,33.699.335,-81.646.528,Aiken,SC,Aiken
29808,3.353.773,-81.599.891,Aiken,SC,Aiken
29809,33.413.029,-81.689.951,New Ellenton,SC,Aiken
29816,33.496.998,-81.850.871,Bath,SC,Aiken
29822,33.499.656,-8.186.485,Clearwater,SC,Aiken
29828,33.518.235,-81.827.708,Gloverville,SC,Aiken
29829,33.641.442,-8.179.287,Graniteville,SC,Aiken
29831,33.421.714,-81.724.702,Jackson,SC,Aiken
29834,33.497.937,-81.844.485,Langley,SC,Aiken
29839,33.507.335,-81.599.198,Montmorenci,SC,Aiken
29841,33.466.705,-81.739.059,North Augusta,SC,Aiken
29842,33.470.747,-818.639,Beech Island,SC,Aiken
29850,33.545.819,-81.686.183,Vaucluse,SC,Aiken
29851,33.526.017,-81.795.561,Warrenville,SC,Aiken
29856,33.480.097,-81.549.415,Windsor,SC,Aiken
29860,33.556.645,-81.855.456,North Augusta,SC,Aiken
29861,3.353.773,-81.599.891,North Augusta,SC,Aiken
55748,46.671.645,-93.432.392,Hill City,MN,Aitkin
55752,46.592.204,-93.433.078,Jacobson,MN,Aitkin
55760,46.607.188,-9.330.756,Mcgregor,MN,Aitkin
55785,46.696.774,-93.645.502,Swatara,MN,Aitkin
55787,46.630.318,-93.213.416,Tamarack,MN,Aitkin
56350,46.195.728,-93.377.414,Mc Grath,MN,Aitkin
56431,46.563.605,-93.430.495,Aitkin,MN,Aitkin
56469,46.712.878,-93.489.808,Palisade,MN,Aitkin
32601,2.968.041,-82.345.739,Gainesville,FL,Alachua
32602,29.629.887,-82.396.567,Gainesville,FL,Alachua
32603,29.718.807,-82.353.874,Gainesville,FL,Alachua
32604,29.573.293,-82.397.904,Gainesville,FL,Alachua
32605,29.677.899,-82.466.362,Gainesville,FL,Alachua
32606,29.697.133,-82.403.746,Gainesville,FL,Alachua
32607,29.653.042,-82.440.667,Gainesville,FL,Alachua
32608,29.575.246,-82.407.395,Gainesville,FL,Alachua
32609,29.761.371,-82.398.315,Gainesville,FL,Alachua
32610,29.681.312,-82.353.862,Gainesville,FL,Alachua
32611,29.681.312,-82.353.862,Gainesville,FL,Alachua
32612,29.681.312,-82.353.862,Gainesville,FL,Alachua
32613,29.681.312,-82.353.862,Gainesville,FL,Alachua
32614,29.681.312,-82.353.862,Gainesville,FL,Alachua
32615,29.813.456,-82.472.049,Alachua,FL,Alachua
32616,29.792.034,-82.495.964,Alachua,FL,Alachua
32618,29.569.316,-82.506.445,Archer,FL,Alachua
32627,29.681.312,-82.353.862,Gainesville,FL,Alachua
32631,29.730.413,-82.097.095,Earleton,FL,Alachua
32633,29.681.312,-82.353.862,Evinston,FL,Alachua
32635,29.681.312,-82.353.862,Gainesville,FL,Alachua
32640,29.642.025,-82.327.515,Hawthorne,FL,Alachua
32641,29.682.383,-82.201.383,Gainesville,FL,Alachua
32643,29.740.704,-82.366.367,High Springs,FL,Alachua
32653,29.772.819,-82.378.158,Gainesville,FL,Alachua
32654,29.681.312,-82.353.862,Island Grove,FL,Alachua
32655,29.817.457,-8.260.064,High Springs,FL,Alachua
32658,29.826.139,-82.416.024,La Crosse,FL,Alachua
32662,29.681.312,-82.353.862,Lochloosa,FL,Alachua
32667,29.565.077,-82.417.182,Micanopy,FL,Alachua
32669,29.687.249,-82.564.624,Newberry,FL,Alachua
32694,297.968,-82.156.228,Waldo,FL,Alachua
27201,36.031.836,-79.485.643,Alamance,NC,Alamance
27202,36.185.517,-79.505.479,Altamahaw,NC,Alamance
27215,36.091.025,-79.430.129,Burlington,NC,Alamance
27216,36.047.523,-79.479.743,Burlington,NC,Alamance
27217,36.150.681,-793.944,Burlington,NC,Alamance
27220,36.046.677,-79.389.631,Burlington,NC,Alamance
27244,36.164.963,-79.446.213,Elon College,NC,Alamance
27253,35.972.114,-79.347.527,Graham,NC,Alamance
27258,36.042.367,-79.324.239,Haw River,NC,Alamance
27302,36.087.114,-79.306.093,Mebane,NC,Alamance
27340,35.948.814,-79.329.664,Saxapahaw,NC,Alamance
27349,3.591.485,-79.403.671,Snow Camp,NC,Alamance
27359,36.021.389,-79.357.399,Swepsonville,NC,Alamance
94501,37.770.563,-122.264.779,Alameda,CA,Alameda
94502,37.735.088,-122.243.067,Alameda,CA,Alameda
94536,37.565.285,-121.982.721,Fremont,CA,Alameda
94537,37.680.181,-121.921.498,Fremont,CA,Alameda
94538,37.509.453,-121.958.320,Fremont,CA,Alameda
94539,37.520.339,-121.912.568,Fremont,CA,Alameda
94540,37.680.181,-121.921.498,Hayward,CA,Alameda
94541,3.767.513,-121.974.120,Hayward,CA,Alameda
94542,37.662.552,-122.051.179,Hayward,CA,Alameda
94543,37.680.181,-121.921.498,Hayward,CA,Alameda
94544,37.613.883,-122.061.673,Hayward,CA,Alameda
94545,37.635.482,-122.092.324,Hayward,CA,Alameda
94546,37.731.229,-122.066.373,Castro Valley,CA,Alameda
94550,37.676.781,-121.916.050,Livermore,CA,Alameda
94551,37.680.181,-121.921.498,Livermore,CA,Alameda
94552,3.768.943,-121.925.100,Castro Valley,CA,Alameda
94555,37.570.681,-122.063.323,Fremont,CA,Alameda
94557,37.680.181,-121.921.498,Hayward,CA,Alameda
94560,37.534.102,-122.025.352,Newark,CA,Alameda
94566,37.646.081,-121.862.128,Pleasanton,CA,Alameda
94568,37.714.402,-121.906.329,Dublin,CA,Alameda
94577,37.715.629,-122.158.621,San Leandro,CA,Alameda
94578,37.704.429,-122.124.225,San Leandro,CA,Alameda
94579,37.688.518,-122.147.425,San Leandro,CA,Alameda
94580,3.768.123,-122.133.825,San Lorenzo,CA,Alameda
94586,37.585.883,-121.883.018,Sunol,CA,Alameda
94587,37.589.084,-121.973.620,Union City,CA,Alameda
94588,37.688.244,-121.898.741,Pleasanton,CA,Alameda
94601,37.786.027,-122.223.779,Oakland,CA,Alameda
94602,37.802.777,-122.204.578,Oakland,CA,Alameda
94603,37.761.778,-122.198.428,Oakland,CA,Alameda
94604,37.680.181,-121.921.498,Oakland,CA,Alameda
94605,37.759.322,-122.156.626,Oakland,CA,Alameda
94606,37.789.927,-122.243.979,Oakland,CA,Alameda
94607,37.807.967,-122.298.780,Oakland,CA,Alameda
94608,37.833.876,-122.295.480,Emeryville,CA,Alameda
94609,37.834.776,-122.263.280,Oakland,CA,Alameda
94610,37.811.277,-122.238.779,Oakland,CA,Alameda
94611,37.847.076,-122.222.278,Oakland,CA,Alameda
94612,37.809.435,-122.270.180,Oakland,CA,Alameda
94613,37.781.098,-122.186.573,Oakland,CA,Alameda
94614,37.727.739,-122.204.573,Oakland,CA,Alameda
94615,37.806.677,-122.300.380,Oakland,CA,Alameda
94617,37.807.827,-122.271.652,Oakland,CA,Alameda
94618,37.843.126,-122.240.179,Oakland,CA,Alameda
94619,37.783.877,-122.167.126,Oakland,CA,Alameda
94620,37.680.181,-121.921.498,Piedmont,CA,Alameda
94621,37.742.529,-122.196.689,Oakland,CA,Alameda
94622,,,Oakland,CA,Alameda
94623,37.680.181,-121.921.498,Oakland,CA,Alameda
94624,37.680.181,-121.921.498,Oakland,CA,Alameda
94625,37.803.927,-122.319.655,Oakland,CA,Alameda
94626,37.819.314,-122.303.136,Oakland,CA,Alameda
94627,37.680.181,-121.921.498,Oakland,CA,Alameda
94643,37.680.181,-121.921.498,Oakland,CA,Alameda
94649,37.680.181,-121.921.498,Oakland,CA,Alameda
94659,37.680.181,-121.921.498,Oakland,CA,Alameda
94660,37.680.181,-121.921.498,Oakland,CA,Alameda
94661,37.680.181,-121.921.498,Oakland,CA,Alameda
94662,37.680.181,-121.921.498,Emeryville,CA,Alameda
94666,37.680.181,-121.921.498,Oakland,CA,Alameda
94701,37.860.576,-122.296.730,Berkeley,CA,Alameda
94702,37.864.425,-122.287.130,Berkeley,CA,Alameda
94703,37.865.725,-122.275.730,Berkeley,CA,Alameda
94704,37.866.975,-122.256.729,Berkeley,CA,Alameda
94705,3.785.983,-122.242.029,Berkeley,CA,Alameda
94706,37.889.525,-122.298.280,Albany,CA,Alameda
94707,37.892.675,-122.276.080,Berkeley,CA,Alameda
94708,37.891.825,-122.260.429,Berkeley,CA,Alameda
94709,37.879.825,-122.265.530,Berkeley,CA,Alameda
94710,37.873.366,-122.302.730,Berkeley,CA,Alameda
94712,37.680.181,-121.921.498,Berkeley,CA,Alameda
94720,37.866.825,-122.253.582,Berkeley,CA,Alameda
81101,37.479.933,-105.790.967,Alamosa,CO,Alamosa
81102,37.476.026,-105.881.779,Alamosa,CO,Alamosa
81136,37.699.184,-105.873.616,Hooper,CO,Alamosa
81146,37.631.025,-105.773.133,Mosca,CO,Alamosa
12007,42.482.455,-73.936.671,Alcove,NY,Albany
12009,42.688.731,-74.030.596,Altamont,NY,Albany
12023,42.602.236,-74.154.615,Berne,NY,Albany
12041,42.561.988,-73.957.345,Clarksville,NY,Albany
12045,42.475.704,-73.797.722,Coeymans,NY,Albany
12046,42.492.791,-73.928.403,Coeymans Hollow,NY,Albany
12047,42.647.039,-73.739.349,Cohoes,NY,Albany
12054,42.605.467,-738.757,Delmar,NY,Albany
12055,42.614.852,-73.970.812,Dormansville,NY,Albany
12059,42.618.248,-74.028.108,East Berne,NY,Albany
12067,42.555.446,-73.913.714,Feura Bush,NY,Albany
12077,42.595.704,-73.787.766,Glenmont,NY,Albany
12084,42.703.519,-73.960.324,Guilderland,NY,Albany
12085,42.694.777,-73.905.271,Guilderland Center,NY,Albany
12107,42.660.046,-74.116.812,Knox,NY,Albany
12110,42.752.928,-73.779.714,Latham,NY,Albany
12111,42.614.852,-73.970.812,Latham,NY,Albany
12120,42.478.906,-74.147.178,Medusa,NY,Albany
12128,42.724.978,-73.764.296,Newtonville,NY,Albany
12143,42.493.642,-73.858.352,Ravena,NY,Albany
12147,42.500.258,-74.160.591,Rensselaerville,NY,Albany
12158,42.529.746,-73.840.579,Selkirk,NY,Albany
12159,42.644.278,-73.876.338,Slingerlands,NY,Albany
12161,42.521.038,-73.851.898,South Bethlehem,NY,Albany
12183,42.745.994,-73.694.263,Troy,NY,Albany
12186,42.620.654,-73.980.441,Voorheesville,NY,Albany
12189,42.736.277,-73.720.318,Watervliet,NY,Albany
12193,42.521.722,-7.403.961,Westerlo,NY,Albany
12201,42.614.852,-73.970.812,Albany,NY,Albany
12202,42.636.371,-73.763.564,Albany,NY,Albany
12203,42.700.345,-73.857.496,Albany,NY,Albany
12204,42.682.978,-73.770.714,Albany,NY,Albany
12205,42.719.799,-73.820.666,Albany,NY,Albany
12206,42.675.779,-73.793.065,Albany,NY,Albany
12207,42.656.029,-73.750.764,Albany,NY,Albany
12208,42.654.658,-73.805.866,Albany,NY,Albany
12209,42.677.953,-7.391.019,Albany,NY,Albany
12210,42.683.079,-73.758.115,Albany,NY,Albany
12211,42.712.973,-73.773.868,Albany,NY,Albany
12212,42.716.774,-73.810.373,Albany,NY,Albany
12214,42.614.852,-73.970.812,Albany,NY,Albany
12220,42.614.852,-73.970.812,Albany,NY,Albany
12222,42.692.909,-73.838.035,Albany,NY,Albany
12223,42.614.852,-73.970.812,Albany,NY,Albany
12224,42.614.852,-73.970.812,Albany,NY,Albany
12225,42.614.852,-73.970.812,Albany,NY,Albany
12226,42.614.852,-73.970.812,Albany,NY,Albany
12227,42.614.852,-73.970.812,Albany,NY,Albany
12228,42.614.852,-73.970.812,Albany,NY,Albany
12229,42.614.852,-73.970.812,Albany,NY,Albany
12230,42.614.852,-73.970.812,Albany,NY,Albany
12231,42.614.852,-73.970.812,Albany,NY,Albany
12232,42.614.852,-73.970.812,Albany,NY,Albany
12233,42.614.852,-73.970.812,Albany,NY,Albany
12234,42.614.852,-73.970.812,Albany,NY,Albany
12235,42.614.852,-73.970.812,Albany,NY,Albany
12236,42.614.852,-73.970.812,Albany,NY,Albany
12237,42.614.852,-73.970.812,Albany,NY,Albany
12238,42.614.852,-73.970.812,Albany,NY,Albany
12239,42.614.852,-73.970.812,Albany,NY,Albany
12240,42.614.852,-73.970.812,Albany,NY,Albany
12241,42.614.852,-73.970.812,Albany,NY,Albany
12242,42.614.852,-73.970.812,Albany,NY,Albany
12243,42.614.852,-73.970.812,Albany,NY,Albany
12244,42.614.852,-73.970.812,Albany,NY,Albany
12245,42.614.852,-73.970.812,Albany,NY,Albany
12246,42.647.079,-73.750.314,Albany,NY,Albany
12247,42.614.852,-73.970.812,Albany,NY,Albany
12248,42.614.852,-73.970.812,Albany,NY,Albany
12249,42.614.852,-73.970.812,Albany,NY,Albany
12250,42.614.852,-73.970.812,Albany,NY,Albany
12252,42.614.852,-73.970.812,Albany,NY,Albany
12255,42.614.852,-73.970.812,Albany,NY,Albany
