Zipcode,State,Size,Cost,Date,Latitude,Longitude,Solar Radiation - Annual Average (kWh/m2/day),County,INCITS
90723,CA,3.0,,3/12/2012,33.89,-118.16,5;46,Los Angeles,6037
93543,CA,3.0,,10/14/2013,34.48,-117.92,7;87,Los Angeles,6037
92301,CA,3.0,0.0,12/10/2013,34.66,-117.51,8;20,San Bernardino,6071
93065,CA,3.0,24088.3,9/8/2006,34.25,-118.78,6;42,Ventura,6111
94070,CA,3.0,21658.38,08/25/2006,37.49,-122.26,5;15,San Mateo,6081
95602,CA,3.0,27750.0,11/16/2006,39.00,-121.09,5;91,Placer,6061
95472,CA,3.0,23324.0,02/15/2008,38.40,-122.86,5;28,Sonoma,6097
91001,CA,3.0,38000.0,06/22/2007,34.20,-118.13,6;39,Los Angeles,6037
95602,CA,3.0,26930.0,11/22/2006,39.00,-121.09,5;91,Placer,6061
92392,CA,3.0,24115.32,2/6/2007,34.49,-117.36,8;13,San Bernardino,6071
92277,CA,3.0,0.0,11/11/2013,34.24,-115.86,7;84,San Bernardino,6071
92311,CA,3.0,14700.0,01/21/2014,34.97,-116.99,8;21,San Bernardino,6071
92311,CA,3.0,27947.0,01/14/2009,34.97,-116.99,8;21,San Bernardino,6071
92019,CA,3.0,20233.86,06/15/2007,32.77,-116.86,6;46,San Diego,6073
94954,CA,3.0,26596.48,01/24/2007,38.23,-122.56,5;40,Sonoma,6097
93940,CA,3.0,27593.24,5/9/2007,36.60,-121.88,4;93,Monterey,6053
92373,CA,3.0,34140.29,04/17/2007,34.00,-117.12,6;77,San Bernardino,6071
92314,CA,3.0,27544.87,3/12/2008,34.26,-116.84,8;10,San Bernardino,6071
91042,CA,3.0,21000.0,12/9/2002,34.29,-118.25,6;99,Los Angeles,6037
92336,CA,3.0,0.0,12/14/2013,34.14,-117.45,6;63,San Bernardino,6071
92344,CA,3.0,15000.0,11/4/2011,34.39,-117.39,7;95,0,0
92346,CA,3.0,12150.0,07/29/2013,0,0,0,San Bernardino,6071
90210,CA,3.0,19299.0,2/6/2003,34.13,-117.15,7;14,Los Angeles,6037
94025,CA,3.0,25097.19,12/28/2007,34.09,-118.41,5;85,San Mateo,6081
94114,CA,3.0,26693.08,08/14/2007,37.45,-122.17,5;44,San Francisco,0
94530,CA,3.0,23704.25,5/11/2007,37.75,-122.43,4;05,0,6013
93101,CA,3.0,29200.0,07/27/2007,0,0,0,Contra Costa,6083
93446,CA,3.0,14985.0,04/26/2007,37.91,-122.30,5;07,Santa Barbara,6079
95448,CA,3.0,26071.0,10/26/2007,34.41,-119.70,6;05,San Luis Obispo,6097
95472,CA,3.0,43400.0,7/10/2007,35.61,-120.76,6;77,Sonoma,6097
92262,CA,3.0,15300.0,10/23/2013,38.63,-122.89,5;63,Sonoma,6065
92307,CA,3.0,0.0,07/25/2013,38.40,-122.86,5;28,Riverside,6071
90255,CA,3.0,23983.57,11/3/2005,33.85,-116.56,7;55,San Bernardino,6037
95003,CA,3.0,23915.4,07/20/2006,34.57,-117.15,8;17,Los Angeles,6087
95003,CA,3.0,23615.0,07/20/2006,33.97,-118.21,5;55,Santa Cruz,6087
