Zipcode,State,Size,Cost,Date,Latitude,Longitude,Solar Radiation - Annual Average (kWh/m2/day),County,INCITS,Cost/size
89521,NV,0;36,882,04/22/2011,39.38,-119.67,7;15,0,0,2450
89509,NV,0;364,3751,11-3-2009,0,0,0,Washoe,32031,10304;94505
89509,NV,0;448,3751,11-3-2009,39.49,-119.84,6;96,Washoe,32031,8372;767857
89423,NV,0;504,9425,11-3-2011,39.49,-119.84,6;96,Douglas,55031,18700;39683
89701,NV,0;528,,01/23/2006,39.01,-119.75,7;2,Carson City,0,0
89423,NV,0;625,9425,11-3-2011,39.14,-119.71,7;27,0,55031,15080
89701,NV,0;64,3273,01/25/2005,0,0,0,Douglas,0,5114;0625
89118,NV,0;682,4290,11-12-2009,39.01,-119.75,7;2,Carson City,55019,6290;322581
89509,NV,0;798,,6-12-2008,39.14,-119.71,7;27,0,32031,0
89431,NV,0;799,,05/31/2005,0,0,0,Clark,32031,0
89509,NV,0;811,,06/21/2006,36.07,-115.21,7;66,Washoe,32031,0
89511,NV,0;818,,5-2-2005,39.49,-119.84,6;96,Washoe,32031,0
89506,NV,0;818,,3-6-2005,39.53,-119.73,7;03,Washoe,32031,0
89509,NV,0;823,,03/14/2007,39.49,-119.84,6;96,Washoe,32031,0
89511,NV,0;85,6500,11/23/2009,39.38,-119.87,6;95,Washoe,32031,7647;058824
89436,NV,0;871,7298,06/30/2010,39.76,-119.86,6;87,Washoe,32031,8378;874856
89523,NV,0;978,6266,03/17/2011,39.49,-119.84,6;96,Washoe,32031,6406;952965
89502,NV,0;99,5991,6-12-2008,39.38,-119.87,6;95,Washoe,32031,6051;515152
89502,NV,1,12500,06/27/2006,39.64,-119.69,7;07,Washoe,32031,12500
89511,NV,1.002,9109,05/13/2005,39.49,-119.90,6;96,Washoe,32031,9;090818363
89502,NV,1.002,15280,06/17/2005,39.48,-119.74,7;01,Washoe,32031,15;249501
89509,NV,1;02,11209,03/29/2007,39.48,-119.74,7;01,Washoe,32031,10989;21569
