Zipcode,State,Size (kW DC),Cost,Date Installed
87124,NM,1.7,17000,01/20/2009
87108,NM,1.72,14056.0,04/21/2010
87505,NM,1.72,12408.0,03/31/2010
87106,NM,1.72,12531.0,12/22/2010
87108,NM,1.72,13903.0,09/27/2010
87106,NM,1.72,15498.0,9/7/2010
87507,NM,1.72,14775.87,10/2/2009
87120,NM,1.72,12350.0,12/2/2010
87508,NM,1.72,17000.0,11/3/2010
87104,NM,1.72,15485.5,09/30/2010
88005,NM,1.72,5822.4,8/10/2010
88005,NM,1.72,14036.0,06/22/2010
87008,NM,1.72,12450.0,6/11/2010
87507,NM,1.72,14773.0,6/9/2010
87122,NM,1.72,13893.62,5/12/2010
87508,NM,1.72,19950.0,04/29/2010
87508,NM,1.72,20260.0,03/19/2010
87507,NM,1.72,14018.3,10/2/2009
88005,NM,1.72,9244.0,11/19/2012
87104,NM,1.74,17567.68,02/26/2009
87109,NM,1.75,13323.06,08/24/2009
87508,NM,1.75,12136.2,11/26/2009
87571,NM,1.75,16149.64,12/27/2012
87529,NM,1.75,22441.32,2/5/2009
87105,NM,1.75,26415.97,02/16/2009
87043,NM,1.75,10080.1,02/26/2009
87501,NM,1.75,12081.0,12/22/2010
87124,NM,1.75,13240.0,08/19/2010
87112,NM,1.75,9594.29,03/25/2010
87501,NM,1.76,20766.55,01/16/2008
87106,NM,1.785,8449.0,08/28/2013
87059,NM,1.8,13359.37,12/16/2010
87120,NM,1.8,12350.0,12/2/2010
87109,NM,1.8,13480.0,12/21/2010
87107,NM,1.8,15200.0,09/17/2010
88012,NM,1.8,11127.0,04/20/2010
87124,NM,1.8,14700.0,06/18/2010
87507,NM,1.8,14400.0,12/10/2009
87102,NM,1.8,15060.0,11/3/2009
88001,NM,1.8,1900.0,11/1/2012
87002,NM,1.8,21540.8,11/24/2008
87047,NM,1.8,18870.43,05/22/2008
87002,NM,1.8,16838,12/22/2008
87114,NM,1.8,11025.0,12/1/2010
87059,NM,1.8,15033.0,10/15/2010
87507,NM,1.8,8914.38,10/1/2010
87107,NM,1.8,13455.0,09/15/2010
87122,NM,1.8,14384.71,08/13/2010
87529,NM,1.8,12344.55,04/21/2010
87507,NM,1.8,14688.75,03/17/2010
87505,NM,1.8,15162.0,03/14/2010
87122,NM,1.8,10000.0,3/7/2010
88005,NM,1.8,2920.0,09/14/2012
87108,NM,1.824,12137.76,12/21/2010
87124,NM,1.824,10725.0,12/1/2010
87508,NM,1.824,12136.2,11/26/2009
87043,NM,1.824,10426.0,03/16/2012
88044,NM,1.84,9000.0,04/15/2013
87507,NM,1.84,14773.0,6/9/2010
87123,NM,1.84,11710.0,12/8/2010
87507,NM,1.84,15245.0,10/29/2010
88310,NM,1.84,14325.62,10/6/2010
87112,NM,1.84,10990.98,12/10/2010
87106,NM,1.84,11860.23,12/1/2010
87106,NM,1.84,13980.0,12/12/2010
87508,NM,1.84,14830.0,08/19/2010
87508,NM,1.84,15022.0,06/24/2010
87508,NM,1.84,11134.0,08/18/2010
87110,NM,1.84,12640.0,02/22/2010
87043,NM,1.84,14930.0,04/15/2010
88005,NM,1.84,16588.0,05/26/2009
87501,NM,1.84,15950.0,09/25/2009
88316,NM,1.84,4462.44,12/28/2012
88011,NM,1.84,9580.0,07/20/2012
87508,NM,1.84,19221.13,12/2/2008
87110,NM,1.84,14313.55,12/20/2010
87114,NM,1.84,8858.0,12/16/2010
87701,NM,1.84,10519.0,12/10/2010
87047,NM,1.84,9525.0,12/9/2010
87108,NM,1.84,9200.0,10/28/2010
87104,NM,1.84,8990.0,10/27/2010
87506,NM,1.84,10983.36,10/10/2010
87108,NM,1.84,13903.0,09/27/2010
87106,NM,1.84,15000.0,08/17/2010
87059,NM,1.84,15206.0,8/10/2010
87124,NM,1.84,14700.0,06/18/2010
87059,NM,1.84,16583.65,6/10/2010
88012,NM,1.84,11127.0,04/20/2010
88011,NM,1.84,14815.0,3/2/2010
87059,NM,1.84,11849.11,12/31/2009
87105,NM,1.84,12629.3,12/8/2009
87002,NM,1.84,15939.0,11/17/2009
87111,NM,1.84,14961.0,01/25/2012
87111,NM,1.845,14225.0,03/27/2009
88011,NM,1.845,14205.0,09/17/2010
87110,NM,1.87,16400.15,02/19/2008
88339,NM,1.88,15363.5,6/1/2012
87109,NM,1.88,10110.54,07/30/2012
87122,NM,1.88,9494.0,12/15/2012
87111,NM,1.88,7990.0,9/11/2012
87557,NM,1.88,10500.0,2/1/2012
88311,NM,1.88,15363.5,6/1/2012
87107,NM,1.9,15605.0,05/27/2010
88310,NM,1.9,15733.18,02/24/2009
87112,NM,1.9,15593.0,11/9/2010
88005,NM,1.92,8000.0,3/5/2013
88030,NM,1.92,11256.0,06/21/2013
88011,NM,1.92,9870.0,3/6/2013
87083,NM,1.92,10428.0,01/22/2013
87506,NM,1.92,13260.0,11/14/2012
87123,NM,1.92,14054.0,12/19/2012
87110,NM,1.92,10040.0,04/27/2012
87122,NM,1.92,9452.0,12/21/2012
87102,NM,1.92,10427.76,12/14/2012
87102,NM,1.92,10427.76,12/14/2012
87701,NM,1.92,10160.0,11/13/2012
87048,NM,1.92,31227.0,12/18/2013
88317,NM,1.92,22765.0,9/1/2013
87111,NM,1.92,20315.0,12/18/2013
88005,NM,1.92,6717.0,9/7/2012
87501,NM,1.92,8876.4,12/3/2012
87522,NM,1.92,13260.0,11/14/2012
88007,NM,1.92,10640.0,6/8/2012
88006,NM,1.92,11000.0,01/19/2012
87102,NM,1.92,12570.0,08/13/2012
87048,NM,1.92,10980.0,03/28/2012
87105,NM,1.925,10774.83,3/3/2010
87120,NM,1.925,14800.0,4/12/2010
87114,NM,1.925,18773.76,06/19/2009
88011,NM,1.925,14793.0,03/18/2010
87111,NM,1.93,19025,06/17/2008
87106,NM,1.935,14625.75,09/27/2010
87113,NM,1.935,12303.75,4/9/2010
88012,NM,1.935,14958.0,03/18/2010
87501,NM,1.935,18500.89,06/17/2009
87108,NM,1.935,12137.76,12/21/2010
87002,NM,1.935,14950.0,10/30/2010
87505,NM,1.935,24360.0,09/21/2010
87124,NM,1.935,14545.71,09/13/2010
87106,NM,1.935,10129.76,07/29/2010
87107,NM,1.94,15757,06/23/2008
88011,NM,1.94,18439,07/15/2008
88012,NM,1.95,21157.14,02/17/2009
87508,NM,1.95,18024.78,01/16/2008
87507,NM,1.95,21362,01/16/2008
87124,NM,1.96,11873.0,11/30/2012
87508,NM,1.962,15028.0,09/26/2013
88011,NM,1.962,9520.0,08/23/2013
87505,NM,1.962,18940.0,2/1/2013
87506,NM,1.962,13044.0,11/20/2012
87015,NM,1.962,14416.0,12/23/2013
87505,NM,1.962,14590.0,06/29/2012
87505,NM,1.962,17032.0,6/6/2012
87008,NM,1.98,12450.0,6/11/2010
