Zipcode,State,Size (kW DC),Cost,Date Installed
46526,IN,627.44,,6/12/2013
46349,IN,650.0,,11/18/2013
46222,IN,750.0,,10/28/2013
47374,IN,1000.0,2600000.0,08/22/2014
46222,IN,1000.0,,06/21/2013
46249,IN,1800.0,,06/21/2010
46249,IN,2012.0,,04/29/2011
46319,IN,2692.8,10500000.0,08/22/2013
46320,IN,2692.8,10500000.0,08/22/2013
46214,IN,3102.0,,4/9/2014
46214,IN,3189.0,,08/19/2014
46222,IN,9000.0,,7/7/1909
46241,IN,9375.0,,12/22/2014
46241,IN,10860.0,,3/5/2014
46222,IN,11204.49,,06/30/2014
46221,IN,11275.2,,12/16/2013
46241,IN,12500.0,,06/21/2013
46241,IN,12569.0,,10/3/2013
46259,IN,26208.8,,12/16/2013
