Zipcode,State,Size (kW DC),Cost,Date Installed
85042,AZ,1.56,11000.0,06/18/2013
85042,AZ,1.56,11000.0,06/18/2013
85042,AZ,1.56,11000.0,06/18/2013
85042,AZ,1.56,11000.0,06/18/2013
85042,AZ,1.56,11000.0,05/17/2013
85042,AZ,1.56,11000.0,5/6/2013
85042,AZ,1.56,11000.0,04/22/2013
85042,AZ,1.56,11000.0,04/17/2013
85750,AZ,1.56,9545.0,12/21/2009
85086,AZ,1.56,17496.24,12/19/2008
85395,AZ,1.56,9607.0,11/26/2012
85396,AZ,1.56,8752.0,2/6/2013
85374,AZ,1.568,24299.0,2/2/2011
85745,AZ,1.57,13169.0,06/13/2008
86004,AZ,1.575,12990.0,06/15/2009
86303,AZ,1.575,14016.0,04/23/2009
85719,AZ,1.575,9947.0,07/14/2009
85704,AZ,1.575,9000.0,08/20/2010
85718,AZ,1.575,10925.0,7/8/2010
85749,AZ,1.575,7108.0,01/14/2011
85020,AZ,1.575,19828.0,5/5/2009
86351,AZ,1.575,7217.0,12/7/2009
86326,AZ,1.575,9292.5,06/21/2010
86326,AZ,1.575,9765.0,2/11/2011
85719,AZ,1.58,12691.0,01/14/2009
85218,AZ,1.58,0.0,01/28/2008
85716,AZ,1.596,9900.0,07/14/2011
85365,AZ,1.6,15586.4,7/6/2009
85365,AZ,1.6,10857.92,7/6/2009
86001,AZ,1.6,7356.0,08/29/2011
86001,AZ,1.6,8439.27,10/6/2010
86442,AZ,1.6,8000.0,10/10/2011
85933,AZ,1.6,10000.0,10/27/2009
85719,AZ,1.6,12726.0,2/11/2010
85383,AZ,1.61,21430.05,08/24/2011
85331,AZ,1.61,29835.0,04/18/2011
85711,AZ,1.61,9979.0,4/4/2011
85743,AZ,1.61,10626.0,12/14/2010
85730,AZ,1.61,9949.0,7/9/2010
85730,AZ,1.61,9949.0,05/23/2010
85019,AZ,1.61,17358.0,12/2/2011
85248,AZ,1.61,30000.0,11/14/2011
85213,AZ,1.61,21529.0,10/13/2011
85042,AZ,1.61,10000.0,08/30/2011
85295,AZ,1.61,28902.0,7/6/2011
85033,AZ,1.61,17970.01,03/29/2011
85392,AZ,1.61,14000.0,3/3/2011
85282,AZ,1.61,7610.0,02/28/2011
85086,AZ,1.61,7800.0,6/7/2011
85029,AZ,1.61,14756.0,06/21/2011
85042,AZ,1.61,19650.0,01/19/2012
85013,AZ,1.61,14275.0,02/23/2012
85331,AZ,1.62,13641.05,02/24/2009
85701,AZ,1.64,12324.0,9/3/2010
85747,AZ,1.64,17400.0,6/5/2010
85023,AZ,1.64,13448.0,6/1/2009
85023,AZ,1.64,10660.0,1/12/2010
86303,AZ,1.645,0.0,09/21/2012
85209,AZ,1.645,9541.0,2/11/2011
86303,AZ,1.645,9804.2,09/21/2012
85939,AZ,1.67,11263.45,05/27/2005
85602,AZ,1.68,18450.0,03/30/2012
85719,AZ,1.68,18526.0,11/16/2012
85716,AZ,1.68,9895.0,12/17/2012
85924,AZ,1.68,20854.0,6/11/2012
85029,AZ,1.68,0.0,07/26/2013
85719,AZ,1.68,13440.0,12/28/2011
86413,AZ,1.68,24000.0,04/15/2011
85283,AZ,1.68,12500.0,12/9/2010
85390,AZ,1.68,7671.55,10/12/2011
86327,AZ,1.68,7650.0,04/26/2012
86301,AZ,1.7,9573.25,02/18/2011
86324,AZ,1.7,15741.0,01/30/2007
86004,AZ,1.7,15980.0,5/1/2007
85213,AZ,1.7,15178.0,12/15/2006
85716,AZ,1.7,13940.0,12/19/2008
85614,AZ,1.7,12754.0,12/19/2008
86351,AZ,1.7,18670.0,10/10/2006
85006,AZ,1.7,11452.71,05/28/2010
85263,AZ,1.7,10835,07/25/2008
85747,AZ,1.71,11815.0,10/6/2009
86403,AZ,1.71,8550.0,03/28/2012
85351,AZ,1.71,11713.5,7/10/2012
86305,AZ,1.715,0.0,9/5/2012
85014,AZ,1.715,0.0,03/19/2013
86004,AZ,1.715,0.0,10/21/2013
85202,AZ,1.715,8323.68,02/27/2013
86305,AZ,1.715,11747.75,9/5/2012
85014,AZ,1.715,10221.4,02/14/2013
85745,AZ,1.72,12859.0,9/3/2010
85712,AZ,1.72,9611.0,11/4/2010
85745,AZ,1.72,12261.0,01/28/2011
85614,AZ,1.72,9048.0,10/8/2009
85377,AZ,1.72,11994.17,2/3/2009
85022,AZ,1.72,9198.13,2/3/2010
85939,AZ,1.72,14407.09,9/1/2010
85122,AZ,1.72,11440.2,4/11/2011
85395,AZ,1.72,8730.0,06/27/2012
85219,AZ,1.72,14325,02/23/2007
85718,AZ,1.73,9350.0,09/22/2011
85739,AZ,1.75,13475.0,4/2/2012
85552,AZ,1.75,14787.0,6/2/2006
85303,AZ,1.75,19375.0,10/5/2010
85382,AZ,1.75,10750.0,06/28/2013
85396,AZ,1.75,10350.0,10/1/2013
85396,AZ,1.75,10350.0,11/15/2013
85087,AZ,1.75,10400.0,10/23/2013
85383,AZ,1.75,10350.0,12/11/2013
85383,AZ,1.75,10350.0,01/22/2014
85295,AZ,1.75,10350.0,11/18/2013
85295,AZ,1.75,10350.0,11/18/2013
85295,AZ,1.75,10750.0,11/7/2013
85234,AZ,1.75,8750.0,10/21/2013
85297,AZ,1.75,10750.0,10/9/2013
85298,AZ,1.75,10400.0,09/26/2013
85212,AZ,1.75,10400.0,08/16/2013
85295,AZ,1.75,10750.0,07/31/2013
85297,AZ,1.75,10750.0,07/17/2013
85743,AZ,1.75,9100.0,7/8/2010
85713,AZ,1.75,8000.0,01/18/2010
85641,AZ,1.75,12142.0,09/23/2009
85658,AZ,1.75,12250.0,07/18/2013
85266,AZ,1.75,14016.13,6/10/2008
85016,AZ,1.75,13527.5,09/27/2011
85611,AZ,1.76,11000.0,11/7/2012
85375,AZ,1.76,16427.0,12/8/2010
