Zipcode,State,Size (kW DC),Cost,Date Installed
19125,PA,2.3,1.815.107.879,9/8/2005
19125,PA,2.3,1.815.107.879,9/8/2005
19125,PA,2.3,1.815.107.879,9/8/2005
19125,PA,2.3,1.815.107.879,9/8/2005
19129,PA,2.3,19528.0,08/24/2010
15241,PA,2.3,9105.0,05/17/2010
17922,PA,2.3,13340.0,1/4/2011
17055,PA,2.3,16121.0,12/15/2010
18901,PA,2.3,16500.0,1/10/2012
19146,PA,2.3,14950.0,07/18/2012
19152,PA,2.304,20847.4,03/31/2011
19390,PA,2.31,17611.0,6/3/2010
15644,PA,2.34,18954.0,09/30/2010
19130,PA,2.34,22965.0,12/29/2010
18403,PA,2.35,14051.33,04/21/2011
18853,PA,2.35,18195.0,6/7/2011
18629,PA,2.35,14995.0,10/12/2011
17268,PA,2.35,14570.0,8/3/2011
18629,PA,2.35,14006.72,11/21/2011
17360,PA,2.35,11537.96,01/24/2012
17360,PA,2.35,11910.0,5/9/2012
18603,PA,2.35,15995.0,05/29/2012
19053,PA,2.35,11000.0,3/6/2012
19540,PA,2.4,14669.76,04/28/2011
19526,PA,2.4,16500.0,10/12/2011
15102,PA,2.4,15000.0,12/9/2011
15216,PA,2.4,17880.0,12/19/2011
19363,PA,2.4,21678.0,5/6/2002
19446,PA,2.4,21200.0,5/10/2003
17032,PA,2.4,21133.36,11/20/2009
17022,PA,2.4,19632.61,10/28/2009
17522,PA,2.4,19157.15,12/18/2009
17011,PA,2.4,9818.33,12/4/2009
15221,PA,2.4,21059.11,12/7/2009
19540,PA,2.4,17073.28,10/15/2010
19104,PA,2.4,21420.0,9/2/2010
19096,PA,2.4,18180.0,08/30/2010
17011,PA,2.4,9818.33,12/4/2009
17032,PA,2.4,21133.36,11/20/2009
17522,PA,2.4,19157.15,12/18/2009
15221,PA,2.4,21059.11,12/7/2009
17022,PA,2.4,19632.61,10/28/2009
15367,PA,2.4,16800.0,12/16/2010
18623,PA,2.4,12232.0,9/10/2012
15025,PA,2.4,16977.0,2/3/2012
19082,PA,2.42,18542.0,11/5/2009
19082,PA,2.42,18542,11/5/2009
19382,PA,2.43,,01/14/2012
17603,PA,2.45,18580.08,03/25/2011
18974,PA,2.46,17900.0,11/1/2010
17053,PA,2.46,20459.0,9/2/2009
16828,PA,2.46,30000.0,4/2/2010
18067,PA,2.46,17900.0,11/1/2010
17053,PA,2.46,20459,9/2/2009
19147,PA,2.464,20989.0,12/21/2009
19147,PA,2.464,20989,12/21/2009
16803,PA,2.475,23465.8,02/14/2011
16505,PA,2.5,10000.0,7/9/2013
17837,PA,2.5,,8/11/2006
18977,PA,2.5,34500.0,12/11/2012
16505,PA,2.52,14616.0,07/26/2011
18255,PA,2.52,16380.0,2/2/2011
17078,PA,2.52,16380.0,2/8/2011
17046,PA,2.52,16380.0,2/8/2011
17042,PA,2.52,16380.0,3/7/2011
17065,PA,2.52,16380.0,5/9/2011
17406,PA,2.52,16380.0,03/22/2011
17104,PA,2.52,16380.0,08/26/2011
17557,PA,2.52,16380.0,9/1/2011
17368,PA,2.52,16380.0,06/16/2011
17094,PA,2.52,16380.0,6/6/2011
17837,PA,2.52,12400.92,7/7/2011
16335,PA,2.52,14616.0,9/7/2011
16505,PA,2.52,14616.0,07/26/2011
19355,PA,2.52,20281.0,08/13/2009
18104,PA,2.52,28418.0,12/14/2009
18634,PA,2.52,17900.0,11/9/2009
