Date,Cost/size
1/1/2015,5730
1/1/2014,5738
1/1/2013,5992
1/1/2012,7098
1/1/2011,7355
1/1/2010,7552
1/1/2009,7958
1/1/2008,7618
1/1/2007,6800
1/1/2006,6267
1/1/2005,6460
1/1/2004,6460
1/1/2003,6460
1/1/2002,6460
1/1/2001,6460
1/1/2000,6460
total,5730
