Date,Cost/size
1/1/2015,7459
1/1/2014,8135
1/1/2013,8794
1/1/2012,8794
1/1/2011,9291
1/1/2010,10000
1/1/2009,10000
1/1/2008,10000
1/1/2007,10000
1/1/2006,10000
1/1/2005,10000
1/1/2004,10000
1/1/2003,10000
1/1/2002,0
1/1/2001,0
1/1/2000,0
total,7459
