Date,Cost/size
1/1/2015,6856
1/1/2014,6856
1/1/2013,6858
1/1/2012,7470
1/1/2011,8355
1/1/2010,9058
1/1/2009,9331
1/1/2008,9155
1/1/2007,9145
1/1/2006,8612
1/1/2005,8588
1/1/2004,6429
1/1/2003,6429
1/1/2002,6429
1/1/2001,6429
1/1/2000,0
total,6856
