Date,Cost/size
1/1/2015,6275
1/1/2014,6471
1/1/2013,6860
1/1/2012,7146
1/1/2011,7528
1/1/2010,8273
1/1/2009,9384
1/1/2008,8007
1/1/2007,6628
1/1/2006,7171
1/1/2005,3488
1/1/2004,3488
1/1/2003,3488
1/1/2002,3488
1/1/2001,3488
1/1/2000,3488
total,6160
