Date,Cost/size
1/1/2015,6263
1/1/2014,6599
1/1/2013,7435
1/1/2012,7752
1/1/2011,8087
1/1/2010,8439
1/1/2009,8706
1/1/2008,8808
1/1/2007,8659
1/1/2006,8495
1/1/2005,11592
1/1/2004,0
1/1/2003,0
1/1/2002,0
1/1/2001,0
1/1/2000,0
total,6262
