Date,Cost/size
1/1/2015,5693
1/1/2014,5718
1/1/2013,6044
1/1/2012,6525
1/1/2011,6760
1/1/2010,7259
1/1/2009,7438
1/1/2008,7505
1/1/2007,7639
1/1/2006,7368
1/1/2005,7304
1/1/2004,8159
1/1/2003,8337
1/1/2002,4888
1/1/2001,4888
1/1/2000,0
total,5693
