Date,Cost/size
1/1/2015,6359
1/1/2014,6360
1/1/2013,6849
1/1/2012,7841
1/1/2011,7849
1/1/2010,8889
1/1/2009,9786
1/1/2008,9778
1/1/2007,7946
1/1/2006,8240
1/1/2005,8240
1/1/2004,11111
1/1/2003,11111
1/1/2002,11111
1/1/2001,11111
1/1/2000,11111
total,6358
