Date,Cost/size
1/1/2015,6271
1/1/2014,6521
1/1/2013,7608
1/1/2012,7641
1/1/2011,7699
1/1/2010,8340
1/1/2009,8610
1/1/2008,8356
1/1/2007,7987
1/1/2006,7802
1/1/2005,8148
1/1/2004,6928
1/1/2003,6928
1/1/2002,5465
1/1/2001,5465
1/1/2000,0
total,6271
