Date,Cost/size
1/1/2015,8025
1/1/2014,8083
1/1/2013,8366
1/1/2012,8489
1/1/2011,9907
1/1/2010,10178
1/1/2009,10413
1/1/2008,10363
1/1/2007,9981
1/1/2006,10215
1/1/2005,10353
1/1/2004,10667
1/1/2003,11144
1/1/2002,11187
1/1/2001,13375
1/1/2000,18750
total,8025
