Date,Cost/size
1/1/2015,6485
1/1/2014,6541
1/1/2013,7034
1/1/2012,7856
1/1/2011,8328
1/1/2010,8867
1/1/2009,9084
1/1/2008,9168
1/1/2007,9299
1/1/2006,9908
1/1/2005,9980
1/1/2004,8050
1/1/2003,7822
1/1/2002,7355
1/1/2001,7390
1/1/2000,7390
total,6483
