Date,Cost/size
1/1/2015,5707
1/1/2014,5755
1/1/2013,5764
1/1/2012,6423
1/1/2011,6723
1/1/2010,7075
1/1/2009,7016
1/1/2008,6814
1/1/2007,6606
1/1/2006,6501
1/1/2005,6488
1/1/2004,3284
1/1/2003,3284
1/1/2002,3284
1/1/2001,3284
1/1/2000,3284
total,5702
