Date,Cost/size
1/1/2015,8643
1/1/2014,8643
1/1/2013,9323
1/1/2012,9323
1/1/2011,10372
1/1/2010,10372
1/1/2009,10372
1/1/2008,10372
1/1/2007,10372
1/1/2006,10948
1/1/2005,10948
1/1/2004,10948
1/1/2003,10948
1/1/2002,11722
1/1/2001,11555
1/1/2000,0
total,8643
