Date,Cost/size
1/1/2015,6676
1/1/2014,6730
1/1/2013,6982
1/1/2012,7266
1/1/2011,7571
1/1/2010,7882
1/1/2009,8026
1/1/2008,7952
1/1/2007,7861
1/1/2006,7907
1/1/2005,8065
1/1/2004,8584
1/1/2003,9145
1/1/2002,10150
1/1/2001,10650
1/1/2000,11040
total,6675
