Date,Cost/size
1/1/2015,6628
1/1/2014,6628
1/1/2013,7100
1/1/2012,7100
1/1/2011,7100
1/1/2010,8256
1/1/2009,8482
1/1/2008,0
1/1/2007,0
1/1/2006,0
1/1/2005,0
1/1/2004,0
1/1/2003,0
1/1/2002,0
1/1/2001,0
1/1/2000,0
total,6628
