Date,Cost/size
1/1/2015,7452
1/1/2014,7452
1/1/2013,7518
1/1/2012,7702
1/1/2011,8430
1/1/2010,7886
1/1/2009,9501
1/1/2008,9152
1/1/2007,9152
1/1/2006,6920
1/1/2005,6920
1/1/2004,3350
1/1/2003,3350
1/1/2002,3350
1/1/2001,3350
1/1/2000,3350
total,7452
