Date,Cost/size
1/1/2015,8102
1/1/2014,8110
1/1/2013,8116
1/1/2012,8738
1/1/2011,9087
1/1/2010,9719
1/1/2009,9993
1/1/2008,10411
1/1/2007,10740
1/1/2006,11907
1/1/2005,12087
1/1/2004,12370
1/1/2003,11972
1/1/2002,12104
1/1/2001,12189
1/1/2000,11211
total,8088
