Date,Annual generated
1/1/2015,2594383
1/1/2014,2602127
1/1/2013,539154
1/1/2012,1012757
1/1/2011,685896
1/1/2010,23509
1/1/2009,27704
1/1/2008,28491
1/1/2007,26046
1/1/2006,26046
1/1/2005,39069
1/1/2004,39069
1/1/2003,39069
1/1/2002,34459
1/1/2001,34459
1/1/2000,34459
total,2594383
