Date,Annual generated
1/1/2015,58961938637
1/1/2014,58961938637
1/1/2013,59748097349
1/1/2012,72272917720
1/1/2011,97406252782
1/1/2010,1323192
1/1/2009,2410209
1/1/2008,20253
1/1/2007,21822
1/1/2006,21772
1/1/2005,21772
1/1/2004,21772
1/1/2003,21772
1/1/2002,21772
1/1/2001,21772
1/1/2000,21772
total,58961938637
