Date,Annual generated
1/1/2015,12975105
1/1/2014,14273224
1/1/2013,15572873
1/1/2012,1024038
1/1/2011,749196
1/1/2010,222175
1/1/2009,237841
1/1/2008,367985
1/1/2007,659235
1/1/2006,70522
1/1/2005,282967
1/1/2004,214681
1/1/2003,408029
1/1/2002,408029
1/1/2001,408029
1/1/2000,408029
total,12928153
