Date,Annual generated
1/1/2015,45450
1/1/2014,45450
1/1/2013,41968
1/1/2012,39951
1/1/2011,28712
1/1/2010,28712
1/1/2009,28712
1/1/2008,27992
1/1/2007,27992
1/1/2006,21776
1/1/2005,21855
1/1/2004,18719
1/1/2003,19539
1/1/2002,19135
1/1/2001,16517
1/1/2000,0
total,45450
