Date,Annual generated
1/1/2015,19426965
1/1/2014,19518672
1/1/2013,19464094
1/1/2012,15597783
1/1/2011,12275874
1/1/2010,11844685
1/1/2009,15281532
1/1/2008,15547969
1/1/2007,14831089
1/1/2006,15546789
1/1/2005,15614090
1/1/2004,16852453
1/1/2003,19699958
1/1/2002,24205105
1/1/2001,26933073
1/1/2000,35966838
total,19426965
