Date,Annual generated
1/1/2015,2786245
1/1/2014,2786245
1/1/2013,2684304
1/1/2012,2684304
1/1/2011,1787815
1/1/2010,491247
1/1/2009,45376
1/1/2008,54282
1/1/2007,119852
1/1/2006,155003
1/1/2005,155003
1/1/2004,72435
1/1/2003,72435
1/1/2002,72435
1/1/2001,72435
1/1/2000,72435
total,2786245
