Date,Annual generated
1/1/2015,285423
1/1/2014,285423
1/1/2013,285423
1/1/2012,110479
1/1/2011,110530
1/1/2010,116207
1/1/2009,116716
1/1/2008,52690
1/1/2007,51591
1/1/2006,58864
1/1/2005,20465
1/1/2004,22857
1/1/2003,26823
1/1/2002,38460
1/1/2001,0
1/1/2000,0
total,285423
