Date,Annual generated
1/1/2015,859252
1/1/2014,994874
1/1/2013,1351837
1/1/2012,1458437
1/1/2011,1273439
1/1/2010,1603556
1/1/2009,1767607
1/1/2008,1132201
1/1/2007,1240918
1/1/2006,1049882
1/1/2005,71690
1/1/2004,0
1/1/2003,0
1/1/2002,0
1/1/2001,0
1/1/2000,0
total,859159
