Date,Annual generated
1/1/2015,3638523
1/1/2014,909299
1/1/2013,976779
1/1/2012,723910
1/1/2011,885043
1/1/2010,1898933
1/1/2009,34648
1/1/2008,34869
1/1/2007,28063
1/1/2006,23851
1/1/2005,22697
1/1/2004,22697
1/1/2003,22697
1/1/2002,22697
1/1/2001,22697
1/1/2000,34597
total,3633612
