Date,Annual generated
1/1/2015,3914304
1/1/2014,3356109
1/1/2013,2758770
1/1/2012,1927795
1/1/2011,1058389
1/1/2010,1379244
1/1/2009,2385249
1/1/2008,3547878
1/1/2007,5888148
1/1/2006,7842718
1/1/2005,14105270
1/1/2004,14105270
1/1/2003,14105270
1/1/2002,14105270
1/1/2001,14105270
1/1/2000,14105270
total,3875980
