Date,Annual generated
1/1/2015,2373839
1/1/2014,2396844
1/1/2013,2447035
1/1/2012,3080734
1/1/2011,4406421
1/1/2010,4609076
1/1/2009,4920421
1/1/2008,1641848
1/1/2007,288816
1/1/2006,32052
1/1/2005,50741
1/1/2004,85168
1/1/2003,93112
1/1/2002,57545
1/1/2001,50492
1/1/2000,4250
total,2373839
