Date,Size
1/1/2015,8919
1/1/2014,8523
1/1/2013,8456
1/1/2012,4844
1/1/2011,2772
1/1/2010,2017
1/1/2009,949
1/1/2008,587
1/1/2007,376
1/1/2006,287
1/1/2005,60
1/1/2004,0
1/1/2003,0
1/1/2002,0
1/1/2001,0
1/1/2000,0
total,8950
