Size
0
7.59
12681.970000000008
34767.63500000013
41111.34200000027
52033.18300000016
63972.08099999995
85115.36599999988
102608.08299999991
108139.50400000002
109768.08500000006
110096.85700000002
110181.157
110181.157
110181.157
110181.157
