Size
0
0
86.33
1159.095
12065.820000000002
48708.07500000001
63946.025
75274.28400000001
86697.39199999996
96015.433
96021.80300000001
96031.80300000001
96031.80300000001
96031.80300000001
96031.80300000001
96031.80300000001
