Size
0
100.7
1223.055
5202.86
44245.22999999999
123490.81000000007
176386.32600000038
184015.5940000001
187093.7040000001
187246.11100000012
187272.1610000001
187501.2560000002
187555.10600000023
187649.44300000023
187669.63300000023
187669.63300000023
