Size
0
662.17
4942.409999999998
16424.035000000003
36003.28500000001
56728.47100000002
61415.982999999964
64642.40999999992
66847.5849999999
67423.72999999992
67830.28999999992
67849.35999999993
67902.21299999993
67980.61299999992
68326.22099999993
68326.22099999993
