Date,Size
1/1/2015,153
1/1/2014,147
1/1/2013,136
1/1/2012,131
1/1/2011,90
1/1/2010,90
1/1/2009,77
1/1/2008,35
1/1/2007,27
1/1/2006,20
1/1/2005,20
1/1/2004,20
1/1/2003,20
1/1/2002,20
1/1/2001,10
1/1/2000,0
total,153
