Size
0
0
4950.0
5872.402
7966.607000000001
9178.162999999999
9354.867999999999
9393.467999999999
9402.268
9409.707999999999
9409.707999999999
9412.707999999999
9412.707999999999
9412.707999999999
9417.707999999999
9417.707999999999
