Date,Size
1/1/2015,2561
1/1/2014,2516
1/1/2013,2427
1/1/2012,2038
1/1/2011,1567
1/1/2010,1422
1/1/2009,1049
1/1/2008,542
1/1/2007,21
1/1/2006,21
1/1/2005,11
1/1/2004,11
1/1/2003,11
1/1/2002,11
1/1/2001,11
1/1/2000,11
total,2561
