Date,Size
1/1/2015,201
1/1/2014,201
1/1/2013,117
1/1/2012,117
1/1/2011,117
1/1/2010,112
1/1/2009,91
1/1/2008,6
1/1/2007,5
1/1/2006,5
1/1/2005,1
1/1/2004,1
1/1/2003,1
1/1/2002,1
1/1/2001,0
1/1/2000,0
total,201
