Size
0
0
97.77
1870.1200000000006
13766.417999999998
23234.51499999996
26366.44499999998
29027.084999999977
31343.798999999988
32228.068999999992
32271.718999999994
32348.014999999996
32375.916999999994
32497.461999999992
32510.101999999995
32514.271999999997
