Date,Size
1/1/2015,1095
1/1/2014,999
1/1/2013,435
1/1/2012,287
1/1/2011,250
1/1/2010,107
1/1/2009,44
1/1/2008,29
1/1/2007,13
1/1/2006,2
1/1/2005,0
1/1/2004,0
1/1/2003,0
1/1/2002,0
1/1/2001,0
1/1/2000,0
total,1095
