Size
0
0
1046.7
186381.01599999995
684804.068
1004157.0039999962
1145576.5949999967
1202581.4609999962
1226303.5079999964
1243467.952999998
1262289.772999999
1273212.4139999982
1275268.0389999992
1276424.4009999991
1277056.850999999
1277064.360999999
