Size
0
0
0
84.0
1352.700000000003
1373.280000000003
1578.5200000000032
1904.8500000000035
2132.5000000000027
2136.400000000003
2137.7000000000025
2141.7000000000025
2148.0000000000027
2148.0000000000027
2148.0000000000027
2149.0000000000027
