Size
0
145.88
9889.614999999998
58444.582000000046
101259.61900000002
121030.21699999961
133998.2309999995
218360.37300000098
264611.33323799766
318042.6030075003
338280.4220074984
350934.4250074995
361528.7634035028
367070.50740350335
367100.2574035034
367245.2574035034
