Size
7.5
204.3
65767.48399999956
418716.9270000221
1043506.2200001694
1557153.3599997808
2061750.233999675
2394544.1539992136
2647478.4889994757
2872859.284999584
2934746.6319995946
2962728.457999557
2991502.4409995424
3018712.8274795255
3070355.7894275202
3109046.0121675166
