Date,Size
1/1/2015,1376
1/1/2014,1376
1/1/2013,1376
1/1/2012,829
1/1/2011,792
1/1/2010,607
1/1/2009,506
1/1/2008,451
1/1/2007,406
1/1/2006,381
1/1/2005,281
1/1/2004,147
1/1/2003,78
1/1/2002,65
1/1/2001,11
1/1/2000,4
total,1384
