Date,Size
1/1/2015,3326
1/1/2014,3176
1/1/2013,3158
1/1/2012,1351
1/1/2011,866
1/1/2010,520
1/1/2009,134
1/1/2008,95
1/1/2007,59
1/1/2006,54
1/1/2005,38
1/1/2004,30
1/1/2003,30
1/1/2002,30
1/1/2001,30
1/1/2000,30
total,3326
