Size
0
2270.995
7618.41
23723.31
76493.65900000001
99998.05600000003
108492.56999999999
115524.92200000004
116205.87099999997
116334.59599999996
116491.31599999996
116539.65599999996
116539.65599999996
116539.65599999996
116539.65599999996
116541.65599999996
