Size
0
4.85
9.89
5195.345999999993
57718.81000000001
122933.78000000001
158014.19000000003
159741.59700000007
160148.19700000004
160231.09700000004
160234.19700000004
160234.19700000004
160235.39700000006
160235.39700000006
160235.39700000006
160235.39700000006
