Date,Size
1/1/2015,335
1/1/2014,335
1/1/2013,335
1/1/2012,335
1/1/2011,335
1/1/2010,328
1/1/2009,260
1/1/2008,184
1/1/2007,39
1/1/2006,8
1/1/2005,8
1/1/2004,8
1/1/2003,8
1/1/2002,8
1/1/2001,8
1/1/2000,4
total,335
