Date,Size
1/1/2015,6180
1/1/2014,5680
1/1/2013,5315
1/1/2012,3531
1/1/2011,1682
1/1/2010,597
1/1/2009,143
1/1/2008,77
1/1/2007,63
1/1/2006,2
1/1/2005,2
1/1/2004,2
1/1/2003,2
1/1/2002,2
1/1/2001,0
1/1/2000,0
total,6267
