Size
0
0
6387.120000000001
145120.87099999873
315174.539999995
556750.0889999722
620266.3749999654
644802.2029999444
654057.6229999439
656878.6569999442
662643.2419999458
664165.5699999456
664749.4429999457
671053.1339999462
671765.6619999461
672179.1619999461
