Date,Size
1/1/2015,1997
1/1/2014,1705
1/1/2013,991
1/1/2012,598
1/1/2011,406
1/1/2010,115
1/1/2009,50
1/1/2008,17
1/1/2007,6
1/1/2006,6
1/1/2005,0
1/1/2004,0
1/1/2003,0
1/1/2002,0
1/1/2001,0
1/1/2000,0
total,1997
