Date,Size
1/1/2015,4071
1/1/2014,4071
1/1/2013,2207
1/1/2012,1075
1/1/2011,1075
1/1/2010,390
1/1/2009,118
1/1/2008,13
1/1/2007,0
1/1/2006,0
1/1/2005,0
1/1/2004,0
1/1/2003,0
1/1/2002,0
1/1/2001,0
1/1/2000,0
total,4071
