Date,Size
1/1/2015,1273
1/1/2014,1263
1/1/2013,1255
1/1/2012,1139
1/1/2011,870
1/1/2010,533
1/1/2009,360
1/1/2008,335
1/1/2007,249
1/1/2006,231
1/1/2005,227
1/1/2004,227
1/1/2003,225
1/1/2002,193
1/1/2001,56
1/1/2000,0
total,1273
