Date,Size
1/1/2015,189
1/1/2014,174
1/1/2013,162
1/1/2012,161
1/1/2011,101
1/1/2010,2
1/1/2009,2
1/1/2008,2
1/1/2007,2
1/1/2006,2
1/1/2005,2
1/1/2004,2
1/1/2003,0
1/1/2002,0
1/1/2001,0
1/1/2000,0
total,189
