Date,Size
1/1/2015,31184
1/1/2014,30457
1/1/2013,18060
1/1/2012,8630
1/1/2011,5568
1/1/2010,3411
1/1/2009,1278
1/1/2008,704
1/1/2007,524
1/1/2006,286
1/1/2005,181
1/1/2004,65
1/1/2003,32
1/1/2002,16
1/1/2001,15
1/1/2000,15
total,31184
