Date,Size
1/1/2015,511
1/1/2014,511
1/1/2013,330
1/1/2012,139
1/1/2011,139
1/1/2010,134
1/1/2009,111
1/1/2008,61
1/1/2007,61
1/1/2006,61
1/1/2005,24
1/1/2004,0
1/1/2003,0
1/1/2002,0
1/1/2001,0
1/1/2000,0
total,511
