Date,Annual generated
1/1/2015,245089305448
1/1/2014,240684511704
1/1/2013,139124206593
1/1/2012,60416757978
1/1/2011,39408163916
1/1/2010,26248618779
1/1/2009,13355836105
1/1/2008,7726243987
1/1/2007,1494200947
1/1/2006,661435542
1/1/2005,492408120
1/1/2004,166551345
1/1/2003,112394994
1/1/2002,94639
1/1/2001,36200
1/1/2000,11069
total,245089344652
